LETO,DRŽAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2018,Avstrija,ženske,25-54,Primarna(0-2),61.4
2018,Avstrija,ženske,25-54,Sekundarna(3-4),83.8
2018,Avstrija,ženske,25-54,Terciarna(5-8),86.2
2019,Avstrija,ženske,25-54,Primarna(0-2),61.7
2019,Avstrija,ženske,25-54,Sekundarna(3-4),84.6
2019,Avstrija,ženske,25-54,Terciarna(5-8),86.7
2011,Poljska,ženske,25-54,Primarna(0-2),45
2011,Poljska,ženske,25-54,Sekundarna(3-4),67
2011,Poljska,ženske,25-54,Terciarna(5-8),86.3
2012,Poljska,ženske,25-54,Primarna(0-2),44.3
2012,Poljska,ženske,25-54,Sekundarna(3-4),66.5
2012,Poljska,ženske,25-54,Terciarna(5-8),85.5
2013,Poljska,ženske,25-54,Primarna(0-2),40.4
2013,Poljska,ženske,25-54,Sekundarna(3-4),65.8
2013,Poljska,ženske,25-54,Terciarna(5-8),85.5
2014,Poljska,ženske,25-54,Primarna(0-2),40.2
2014,Poljska,ženske,25-54,Sekundarna(3-4),67.1
2014,Poljska,ženske,25-54,Terciarna(5-8),86.6
2015,Poljska,ženske,25-54,Primarna(0-2),41.2
2015,Poljska,ženske,25-54,Sekundarna(3-4),67.9
2015,Poljska,ženske,25-54,Terciarna(5-8),87.6
2016,Poljska,ženske,25-54,Primarna(0-2),40.1
2016,Poljska,ženske,25-54,Sekundarna(3-4),68.3
2016,Poljska,ženske,25-54,Terciarna(5-8),87.6
2017,Poljska,ženske,25-54,Primarna(0-2),41.3
2017,Poljska,ženske,25-54,Sekundarna(3-4),68.7
2017,Poljska,ženske,25-54,Terciarna(5-8),87.9
2018,Poljska,ženske,25-54,Primarna(0-2),41.9
2018,Poljska,ženske,25-54,Sekundarna(3-4),70
2018,Poljska,ženske,25-54,Terciarna(5-8),88.5
2019,Poljska,ženske,25-54,Primarna(0-2),40.4
2019,Poljska,ženske,25-54,Sekundarna(3-4),69.5
2019,Poljska,ženske,25-54,Terciarna(5-8),88.5
2011,Portugalska,ženske,25-54,Primarna(0-2),66.3
2011,Portugalska,ženske,25-54,Sekundarna(3-4),80
2011,Portugalska,ženske,25-54,Terciarna(5-8),87.9
2012,Portugalska,ženske,25-54,Primarna(0-2),64.7
2012,Portugalska,ženske,25-54,Sekundarna(3-4),76.8
2012,Portugalska,ženske,25-54,Terciarna(5-8),85.2
2013,Portugalska,ženske,25-54,Primarna(0-2),64.4
2013,Portugalska,ženske,25-54,Sekundarna(3-4),76.7
2013,Portugalska,ženske,25-54,Terciarna(5-8),82.6
2014,Portugalska,ženske,25-54,Primarna(0-2),66.1
2014,Portugalska,ženske,25-54,Sekundarna(3-4),76.7
2014,Portugalska,ženske,25-54,Terciarna(5-8),84.8
2015,Portugalska,ženske,25-54,Primarna(0-2),67.6
2015,Portugalska,ženske,25-54,Sekundarna(3-4),79
2015,Portugalska,ženske,25-54,Terciarna(5-8),85.7
2016,Portugalska,ženske,25-54,Primarna(0-2),68.6
2016,Portugalska,ženske,25-54,Sekundarna(3-4),80.3
2016,Portugalska,ženske,25-54,Terciarna(5-8),86.9
2017,Portugalska,ženske,25-54,Primarna(0-2),70
2017,Portugalska,ženske,25-54,Sekundarna(3-4),82.5
2017,Portugalska,ženske,25-54,Terciarna(5-8),88.9
2018,Portugalska,ženske,25-54,Primarna(0-2),71.5
2018,Portugalska,ženske,25-54,Sekundarna(3-4),84.1
2018,Portugalska,ženske,25-54,Terciarna(5-8),90
2019,Portugalska,ženske,25-54,Primarna(0-2),72.6
2019,Portugalska,ženske,25-54,Sekundarna(3-4),85.6
2019,Portugalska,ženske,25-54,Terciarna(5-8),89.8
2011,Romunija,ženske,25-54,Primarna(0-2),50.1
2011,Romunija,ženske,25-54,Sekundarna(3-4),69.1
2011,Romunija,ženske,25-54,Terciarna(5-8),90.4
2012,Romunija,ženske,25-54,Primarna(0-2),51.6
2012,Romunija,ženske,25-54,Sekundarna(3-4),69.2
2012,Romunija,ženske,25-54,Terciarna(5-8),88.9
2013,Romunija,ženske,25-54,Primarna(0-2),51
2013,Romunija,ženske,25-54,Sekundarna(3-4),68.7
2013,Romunija,ženske,25-54,Terciarna(5-8),88.2
2014,Romunija,ženske,25-54,Primarna(0-2),51.9
2014,Romunija,ženske,25-54,Sekundarna(3-4),70.2
2014,Romunija,ženske,25-54,Terciarna(5-8),88
2015,Romunija,ženske,25-54,Primarna(0-2),48.6
2015,Romunija,ženske,25-54,Sekundarna(3-4),70.1
2015,Romunija,ženske,25-54,Terciarna(5-8),88.6
2016,Romunija,ženske,25-54,Primarna(0-2),45.9
2016,Romunija,ženske,25-54,Sekundarna(3-4),70.3
2016,Romunija,ženske,25-54,Terciarna(5-8),89.5
2017,Romunija,ženske,25-54,Primarna(0-2),47.4
2017,Romunija,ženske,25-54,Sekundarna(3-4),72.9
2017,Romunija,ženske,25-54,Terciarna(5-8),92
2018,Romunija,ženske,25-54,Primarna(0-2),47.2
2018,Romunija,ženske,25-54,Sekundarna(3-4),73.2
2018,Romunija,ženske,25-54,Terciarna(5-8),91.7
2019,Romunija,ženske,25-54,Primarna(0-2),47.8
2019,Romunija,ženske,25-54,Sekundarna(3-4),73.4
2019,Romunija,ženske,25-54,Terciarna(5-8),92.4
2011,Slovenija,ženske,25-54,Primarna(0-2),58
2011,Slovenija,ženske,25-54,Sekundarna(3-4),80
2011,Slovenija,ženske,25-54,Terciarna(5-8),91.7
2012,Slovenija,ženske,25-54,Primarna(0-2),57.9
2012,Slovenija,ženske,25-54,Sekundarna(3-4),80.4
2012,Slovenija,ženske,25-54,Terciarna(5-8),89.1
2013,Slovenija,ženske,25-54,Primarna(0-2),54.7
2013,Slovenija,ženske,25-54,Sekundarna(3-4),77.5
2013,Slovenija,ženske,25-54,Terciarna(5-8),88.5
2014,Slovenija,ženske,25-54,Primarna(0-2),59.9
2014,Slovenija,ženske,25-54,Sekundarna(3-4),77.4
2014,Slovenija,ženske,25-54,Terciarna(5-8),86.5
2015,Slovenija,ženske,25-54,Primarna(0-2),60.9
2015,Slovenija,ženske,25-54,Sekundarna(3-4),76.6
2015,Slovenija,ženske,25-54,Terciarna(5-8),87.4
2016,Slovenija,ženske,25-54,Primarna(0-2),59.7
2016,Slovenija,ženske,25-54,Sekundarna(3-4),79.2
2016,Slovenija,ženske,25-54,Terciarna(5-8),88.2
2017,Slovenija,ženske,25-54,Primarna(0-2),64.1
2017,Slovenija,ženske,25-54,Sekundarna(3-4),81.6
2017,Slovenija,ženske,25-54,Terciarna(5-8),89
2018,Slovenija,ženske,25-54,Primarna(0-2),59.8
2018,Slovenija,ženske,25-54,Sekundarna(3-4),84.1
2018,Slovenija,ženske,25-54,Terciarna(5-8),90.3
2019,Slovenija,ženske,25-54,Primarna(0-2),60.5
2019,Slovenija,ženske,25-54,Sekundarna(3-4),84.9
2019,Slovenija,ženske,25-54,Terciarna(5-8),91.8
2011,Slovaška,ženske,25-54,Primarna(0-2),37.3
2011,Slovaška,ženske,25-54,Sekundarna(3-4),71
2011,Slovaška,ženske,25-54,Terciarna(5-8),79.3
2012,Slovaška,ženske,25-54,Primarna(0-2),35.4
2012,Slovaška,ženske,25-54,Sekundarna(3-4),70.3
2012,Slovaška,ženske,25-54,Terciarna(5-8),77.9
2013,Slovaška,ženske,25-54,Primarna(0-2),35.2
2013,Slovaška,ženske,25-54,Sekundarna(3-4),70.6
2013,Slovaška,ženske,25-54,Terciarna(5-8),76.5
2014,Slovaška,ženske,25-54,Primarna(0-2),35.2
2014,Slovaška,ženske,25-54,Sekundarna(3-4),72.2
2014,Slovaška,ženske,25-54,Terciarna(5-8),75.4
2015,Slovaška,ženske,25-54,Primarna(0-2),38.6
2015,Slovaška,ženske,25-54,Sekundarna(3-4),72.7
2015,Slovaška,ženske,25-54,Terciarna(5-8),75.3
2016,Slovaška,ženske,25-54,Primarna(0-2),41.7
2016,Slovaška,ženske,25-54,Sekundarna(3-4),75.2
2016,Slovaška,ženske,25-54,Terciarna(5-8),77.3
2017,Slovaška,ženske,25-54,Primarna(0-2),39.4
2017,Slovaška,ženske,25-54,Sekundarna(3-4),75.8
2017,Slovaška,ženske,25-54,Terciarna(5-8),77.8
2018,Slovaška,ženske,25-54,Primarna(0-2),36.1
2018,Slovaška,ženske,25-54,Sekundarna(3-4),77.3
2018,Slovaška,ženske,25-54,Terciarna(5-8),77.6
2019,Slovaška,ženske,25-54,Primarna(0-2),33.9
2019,Slovaška,ženske,25-54,Sekundarna(3-4),78.9
2019,Slovaška,ženske,25-54,Terciarna(5-8),78.8
2011,Finska,ženske,25-54,Primarna(0-2),58.1
2011,Finska,ženske,25-54,Sekundarna(3-4),77.1
2011,Finska,ženske,25-54,Terciarna(5-8),85.3
2012,Finska,ženske,25-54,Primarna(0-2),57
2012,Finska,ženske,25-54,Sekundarna(3-4),76.8
2012,Finska,ženske,25-54,Terciarna(5-8),85.2
2013,Finska,ženske,25-54,Primarna(0-2),52.1
2013,Finska,ženske,25-54,Sekundarna(3-4),74.6
2013,Finska,ženske,25-54,Terciarna(5-8),84.6
2014,Finska,ženske,25-54,Primarna(0-2),50
2014,Finska,ženske,25-54,Sekundarna(3-4),75
2014,Finska,ženske,25-54,Terciarna(5-8),84.5
2015,Finska,ženske,25-54,Primarna(0-2),46
2015,Finska,ženske,25-54,Sekundarna(3-4),73.7
2015,Finska,ženske,25-54,Terciarna(5-8),84.1
2016,Finska,ženske,25-54,Primarna(0-2),46.5
2016,Finska,ženske,25-54,Sekundarna(3-4),72.8
2016,Finska,ženske,25-54,Terciarna(5-8),83.6
2017,Finska,ženske,25-54,Primarna(0-2),44.3
2017,Finska,ženske,25-54,Sekundarna(3-4),73.4
2017,Finska,ženske,25-54,Terciarna(5-8),85.3
2018,Finska,ženske,25-54,Primarna(0-2),44
2018,Finska,ženske,25-54,Sekundarna(3-4),75
2018,Finska,ženske,25-54,Terciarna(5-8),86.9
2019,Finska,ženske,25-54,Primarna(0-2),42.6
2019,Finska,ženske,25-54,Sekundarna(3-4),76.9
2019,Finska,ženske,25-54,Terciarna(5-8),87.3
2011,Švedska,ženske,25-54,Primarna(0-2),59.3
2011,Švedska,ženske,25-54,Sekundarna(3-4),83.6
2011,Švedska,ženske,25-54,Terciarna(5-8),88.8
2011,Švedska,ženske,25-54,Brez odgovora,19.7
2012,Švedska,ženske,25-54,Primarna(0-2),58.3
2012,Švedska,ženske,25-54,Sekundarna(3-4),83.6
2012,Švedska,ženske,25-54,Terciarna(5-8),89.3
2013,Švedska,ženske,25-54,Primarna(0-2),55.7
2013,Švedska,ženske,25-54,Sekundarna(3-4),84
2013,Švedska,ženske,25-54,Terciarna(5-8),89.6
2014,Švedska,ženske,25-54,Primarna(0-2),54.2
2014,Švedska,ženske,25-54,Sekundarna(3-4),84.2
2014,Švedska,ženske,25-54,Terciarna(5-8),89.3
2015,Švedska,ženske,25-54,Primarna(0-2),53.5
2015,Švedska,ženske,25-54,Sekundarna(3-4),84.8
2015,Švedska,ženske,25-54,Terciarna(5-8),89.6
2015,Švedska,ženske,25-54,Brez odgovora,26.6
2016,Švedska,ženske,25-54,Primarna(0-2),54.3
2016,Švedska,ženske,25-54,Sekundarna(3-4),84.5
2016,Švedska,ženske,25-54,Terciarna(5-8),90.1
2016,Švedska,ženske,25-54,Brez odgovora,26.2
2017,Švedska,ženske,25-54,Primarna(0-2),55.7
2017,Švedska,ženske,25-54,Sekundarna(3-4),85.2
2017,Švedska,ženske,25-54,Terciarna(5-8),90
2017,Švedska,ženske,25-54,Brez odgovora,51.7
2018,Švedska,ženske,25-54,Primarna(0-2),53.8
2018,Švedska,ženske,25-54,Sekundarna(3-4),85.5
2018,Švedska,ženske,25-54,Terciarna(5-8),90.2
2018,Švedska,ženske,25-54,Brez odgovora,53.3
2019,Švedska,ženske,25-54,Primarna(0-2),50.4
2019,Švedska,ženske,25-54,Sekundarna(3-4),84.7
2019,Švedska,ženske,25-54,Terciarna(5-8),90.3
2019,Švedska,ženske,25-54,Brez odgovora,36.1
2011,Velika Britanija,ženske,25-54,Primarna(0-2),53.5
2011,Velika Britanija,ženske,25-54,Sekundarna(3-4),76.4
2011,Velika Britanija,ženske,25-54,Terciarna(5-8),84
2011,Velika Britanija,ženske,25-54,Brez odgovora,74
2012,Velika Britanija,ženske,25-54,Primarna(0-2),53.7
2012,Velika Britanija,ženske,25-54,Sekundarna(3-4),74.9
2012,Velika Britanija,ženske,25-54,Terciarna(5-8),84.1
2012,Velika Britanija,ženske,25-54,Brez odgovora,76.5
2013,Velika Britanija,ženske,25-54,Primarna(0-2),52.3
2013,Velika Britanija,ženske,25-54,Sekundarna(3-4),75.1
2013,Velika Britanija,ženske,25-54,Terciarna(5-8),85.4
2013,Velika Britanija,ženske,25-54,Brez odgovora,77.8
2014,Velika Britanija,ženske,25-54,Primarna(0-2),54.5
2014,Velika Britanija,ženske,25-54,Sekundarna(3-4),75.9
2014,Velika Britanija,ženske,25-54,Terciarna(5-8),85.7
2014,Velika Britanija,ženske,25-54,Brez odgovora,78.1
2015,Velika Britanija,ženske,25-54,Primarna(0-2),54.5
2015,Velika Britanija,ženske,25-54,Sekundarna(3-4),76.1
2015,Velika Britanija,ženske,25-54,Terciarna(5-8),85.6
2015,Velika Britanija,ženske,25-54,Brez odgovora,72.1
2016,Velika Britanija,ženske,25-54,Primarna(0-2),56.9
2016,Velika Britanija,ženske,25-54,Sekundarna(3-4),76.2
2016,Velika Britanija,ženske,25-54,Terciarna(5-8),85.4
2016,Velika Britanija,ženske,25-54,Brez odgovora,62.4
2017,Velika Britanija,ženske,25-54,Primarna(0-2),58.4
2017,Velika Britanija,ženske,25-54,Sekundarna(3-4),76.9
2017,Velika Britanija,ženske,25-54,Terciarna(5-8),86
2017,Velika Britanija,ženske,25-54,Brez odgovora,65.5
2018,Velika Britanija,ženske,25-54,Primarna(0-2),58.7
2018,Velika Britanija,ženske,25-54,Sekundarna(3-4),76.8
2018,Velika Britanija,ženske,25-54,Terciarna(5-8),87
2018,Velika Britanija,ženske,25-54,Brez odgovora,67.6
2019,Velika Britanija,ženske,25-54,Primarna(0-2),58.2
2019,Velika Britanija,ženske,25-54,Sekundarna(3-4),77.6
2019,Velika Britanija,ženske,25-54,Terciarna(5-8),87.6
2019,Velika Britanija,ženske,25-54,Brez odgovora,67.9
2011,Belgija,ženske,55-64,Primarna(0-2),21.3
2011,Belgija,ženske,55-64,Sekundarna(3-4),35.9
2011,Belgija,ženske,55-64,Terciarna(5-8),46.4
2012,Belgija,ženske,55-64,Primarna(0-2),21.7
2012,Belgija,ženske,55-64,Sekundarna(3-4),38
2012,Belgija,ženske,55-64,Terciarna(5-8),48.8
2013,Belgija,ženske,55-64,Primarna(0-2),23.2
2013,Belgija,ženske,55-64,Sekundarna(3-4),41
2013,Belgija,ženske,55-64,Terciarna(5-8),51.6
2014,Belgija,ženske,55-64,Primarna(0-2),23.8
2014,Belgija,ženske,55-64,Sekundarna(3-4),39.6
2014,Belgija,ženske,55-64,Terciarna(5-8),55.2
2015,Belgija,ženske,55-64,Primarna(0-2),25.5
2015,Belgija,ženske,55-64,Sekundarna(3-4),41.9
2015,Belgija,ženske,55-64,Terciarna(5-8),57
2016,Belgija,ženske,55-64,Primarna(0-2),25.5
2016,Belgija,ženske,55-64,Sekundarna(3-4),41.8
2016,Belgija,ženske,55-64,Terciarna(5-8),59.8
2017,Belgija,ženske,55-64,Primarna(0-2),26.6
2017,Belgija,ženske,55-64,Sekundarna(3-4),44.8
2017,Belgija,ženske,55-64,Terciarna(5-8),59.7
2018,Belgija,ženske,55-64,Primarna(0-2),27.2
2018,Belgija,ženske,55-64,Sekundarna(3-4),47.6
2018,Belgija,ženske,55-64,Terciarna(5-8),64.1
2019,Belgija,ženske,55-64,Primarna(0-2),27.8
2019,Belgija,ženske,55-64,Sekundarna(3-4),48.6
2019,Belgija,ženske,55-64,Terciarna(5-8),65.7
2011,Bolgarija,ženske,55-64,Primarna(0-2),22.1
2011,Bolgarija,ženske,55-64,Sekundarna(3-4),39.1
2011,Bolgarija,ženske,55-64,Terciarna(5-8),59.5
2012,Bolgarija,ženske,55-64,Primarna(0-2),23.1
2012,Bolgarija,ženske,55-64,Sekundarna(3-4),41.4
2012,Bolgarija,ženske,55-64,Terciarna(5-8),59.4
2013,Bolgarija,ženske,55-64,Primarna(0-2),22.7
2013,Bolgarija,ženske,55-64,Sekundarna(3-4),43.4
2013,Bolgarija,ženske,55-64,Terciarna(5-8),62.6
2014,Bolgarija,ženske,55-64,Primarna(0-2),24.3
2014,Bolgarija,ženske,55-64,Sekundarna(3-4),45.1
2014,Bolgarija,ženske,55-64,Terciarna(5-8),66.1
2015,Bolgarija,ženske,55-64,Primarna(0-2),23.9
2015,Bolgarija,ženske,55-64,Sekundarna(3-4),49.1
2015,Bolgarija,ženske,55-64,Terciarna(5-8),68.8
2016,Bolgarija,ženske,55-64,Primarna(0-2),23.7
2016,Bolgarija,ženske,55-64,Sekundarna(3-4),50.3
2016,Bolgarija,ženske,55-64,Terciarna(5-8),71.4
2017,Bolgarija,ženske,55-64,Primarna(0-2),29.8
2017,Bolgarija,ženske,55-64,Sekundarna(3-4),54.2
2017,Bolgarija,ženske,55-64,Terciarna(5-8),71.1
2018,Bolgarija,ženske,55-64,Primarna(0-2),30.5
2018,Bolgarija,ženske,55-64,Sekundarna(3-4),58
2018,Bolgarija,ženske,55-64,Terciarna(5-8),71.8
2019,Bolgarija,ženske,55-64,Primarna(0-2),33.4
2019,Bolgarija,ženske,55-64,Sekundarna(3-4),61.4
2019,Bolgarija,ženske,55-64,Terciarna(5-8),74.9
2011,Češka,ženske,55-64,Primarna(0-2),23
2011,Češka,ženske,55-64,Sekundarna(3-4),37
2011,Češka,ženske,55-64,Terciarna(5-8),66.6
2012,Češka,ženske,55-64,Primarna(0-2),24.2
2012,Češka,ženske,55-64,Sekundarna(3-4),38.7
2012,Češka,ženske,55-64,Terciarna(5-8),69.5
2013,Češka,ženske,55-64,Primarna(0-2),23.7
2013,Češka,ženske,55-64,Sekundarna(3-4),41.3
2013,Češka,ženske,55-64,Terciarna(5-8),70.3
2014,Češka,ženske,55-64,Primarna(0-2),25.6
2014,Češka,ženske,55-64,Sekundarna(3-4),43.2
2014,Češka,ženske,55-64,Terciarna(5-8),73.4
2015,Češka,ženske,55-64,Primarna(0-2),25.4
2015,Češka,ženske,55-64,Sekundarna(3-4),46.3
2015,Češka,ženske,55-64,Terciarna(5-8),73.9
2016,Češka,ženske,55-64,Primarna(0-2),25.6
2016,Češka,ženske,55-64,Sekundarna(3-4),49.2
2016,Češka,ženske,55-64,Terciarna(5-8),76.5
2017,Češka,ženske,55-64,Primarna(0-2),29.4
2017,Češka,ženske,55-64,Sekundarna(3-4),52.7
2017,Češka,ženske,55-64,Terciarna(5-8),76.9
2018,Češka,ženske,55-64,Primarna(0-2),31.6
2018,Češka,ženske,55-64,Sekundarna(3-4),56.3
2018,Češka,ženske,55-64,Terciarna(5-8),79
2019,Češka,ženske,55-64,Primarna(0-2),32.5
2019,Češka,ženske,55-64,Sekundarna(3-4),58.8
2019,Češka,ženske,55-64,Terciarna(5-8),80.3
2011,Danska,ženske,55-64,Primarna(0-2),42.2
2011,Danska,ženske,55-64,Sekundarna(3-4),52.9
2011,Danska,ženske,55-64,Terciarna(5-8),65.6
2012,Danska,ženske,55-64,Primarna(0-2),41.3
2012,Danska,ženske,55-64,Sekundarna(3-4),54.2
2012,Danska,ženske,55-64,Terciarna(5-8),65
2012,Danska,ženske,55-64,Brez odgovora,34.8
2013,Danska,ženske,55-64,Primarna(0-2),40.7
2013,Danska,ženske,55-64,Sekundarna(3-4),55.2
2013,Danska,ženske,55-64,Terciarna(5-8),68.2
2013,Danska,ženske,55-64,Brez odgovora,33
2014,Danska,ženske,55-64,Primarna(0-2),43.1
2014,Danska,ženske,55-64,Sekundarna(3-4),56.1
2014,Danska,ženske,55-64,Terciarna(5-8),66.1
2015,Danska,ženske,55-64,Primarna(0-2),43.6
2015,Danska,ženske,55-64,Sekundarna(3-4),59.6
2015,Danska,ženske,55-64,Terciarna(5-8),69.7
2016,Danska,ženske,55-64,Primarna(0-2),49.8
2016,Danska,ženske,55-64,Sekundarna(3-4),62.6
2016,Danska,ženske,55-64,Terciarna(5-8),71.4
2017,Danska,ženske,55-64,Primarna(0-2),49.4
2017,Danska,ženske,55-64,Sekundarna(3-4),68.6
2017,Danska,ženske,55-64,Terciarna(5-8),73.3
2017,Danska,ženske,55-64,Brez odgovora,40.3
2018,Danska,ženske,55-64,Primarna(0-2),48.2
2018,Danska,ženske,55-64,Sekundarna(3-4),69.3
2018,Danska,ženske,55-64,Terciarna(5-8),72.4
2018,Danska,ženske,55-64,Brez odgovora,37.1
2019,Danska,ženske,55-64,Primarna(0-2),46.8
2019,Danska,ženske,55-64,Sekundarna(3-4),71.7
2019,Danska,ženske,55-64,Terciarna(5-8),76
2011,Nemčija,ženske,55-64,Primarna(0-2),38.7
2011,Nemčija,ženske,55-64,Sekundarna(3-4),52.7
2011,Nemčija,ženske,55-64,Terciarna(5-8),69.7
2012,Nemčija,ženske,55-64,Primarna(0-2),40.2
2012,Nemčija,ženske,55-64,Sekundarna(3-4),54.5
2012,Nemčija,ženske,55-64,Terciarna(5-8),70.3
2013,Nemčija,ženske,55-64,Primarna(0-2),42.1
2013,Nemčija,ženske,55-64,Sekundarna(3-4),57.1
2013,Nemčija,ženske,55-64,Terciarna(5-8),73.1
2014,Nemčija,ženske,55-64,Primarna(0-2),43.8
2014,Nemčija,ženske,55-64,Sekundarna(3-4),60.2
2014,Nemčija,ženske,55-64,Terciarna(5-8),74.3
2015,Nemčija,ženske,55-64,Primarna(0-2),43.8
2015,Nemčija,ženske,55-64,Sekundarna(3-4),61.5
2015,Nemčija,ženske,55-64,Terciarna(5-8),75.5
2016,Nemčija,ženske,55-64,Primarna(0-2),46.6
2016,Nemčija,ženske,55-64,Sekundarna(3-4),64.2
2016,Nemčija,ženske,55-64,Terciarna(5-8),76
2016,Nemčija,ženske,55-64,Brez odgovora,60.8
2017,Nemčija,ženske,55-64,Primarna(0-2),48.8
2017,Nemčija,ženske,55-64,Sekundarna(3-4),65.9
2017,Nemčija,ženske,55-64,Terciarna(5-8),77.2
2018,Nemčija,ženske,55-64,Primarna(0-2),49.7
2018,Nemčija,ženske,55-64,Sekundarna(3-4),67.5
2018,Nemčija,ženske,55-64,Terciarna(5-8),78
2019,Nemčija,ženske,55-64,Primarna(0-2),49.9
2019,Nemčija,ženske,55-64,Sekundarna(3-4),69.1
2019,Nemčija,ženske,55-64,Terciarna(5-8),79.6
2011,Estonija,ženske,55-64,Primarna(0-2),24
2011,Estonija,ženske,55-64,Sekundarna(3-4),56.5
2011,Estonija,ženske,55-64,Terciarna(5-8),69.3
2012,Estonija,ženske,55-64,Primarna(0-2),32.6
2012,Estonija,ženske,55-64,Sekundarna(3-4),56.6
2012,Estonija,ženske,55-64,Terciarna(5-8),74.5
2013,Estonija,ženske,55-64,Primarna(0-2),38.2
2013,Estonija,ženske,55-64,Sekundarna(3-4),58.2
2013,Estonija,ženske,55-64,Terciarna(5-8),75.9
2014,Estonija,ženske,55-64,Primarna(0-2),35.8
2014,Estonija,ženske,55-64,Sekundarna(3-4),58
2014,Estonija,ženske,55-64,Terciarna(5-8),75.3
2015,Estonija,ženske,55-64,Primarna(0-2),36.6
2015,Estonija,ženske,55-64,Sekundarna(3-4),60.4
2015,Estonija,ženske,55-64,Terciarna(5-8),78.7
2016,Estonija,ženske,55-64,Primarna(0-2),34.7
2016,Estonija,ženske,55-64,Sekundarna(3-4),61.2
2016,Estonija,ženske,55-64,Terciarna(5-8),77.9
2017,Estonija,ženske,55-64,Primarna(0-2),43.9
2017,Estonija,ženske,55-64,Sekundarna(3-4),65.9
2017,Estonija,ženske,55-64,Terciarna(5-8),78
2018,Estonija,ženske,55-64,Primarna(0-2),52.8
2018,Estonija,ženske,55-64,Sekundarna(3-4),67.2
2018,Estonija,ženske,55-64,Terciarna(5-8),78.5
2019,Estonija,ženske,55-64,Primarna(0-2),53.5
2019,Estonija,ženske,55-64,Sekundarna(3-4),69.3
2019,Estonija,ženske,55-64,Terciarna(5-8),82.6
2011,Irska,ženske,55-64,Primarna(0-2),28.6
2011,Irska,ženske,55-64,Sekundarna(3-4),48.5
2011,Irska,ženske,55-64,Terciarna(5-8),63.8
2011,Irska,ženske,55-64,Brez odgovora,43.2
2012,Irska,ženske,55-64,Primarna(0-2),28.1
2012,Irska,ženske,55-64,Sekundarna(3-4),49.4
2012,Irska,ženske,55-64,Terciarna(5-8),59.3
2013,Irska,ženske,55-64,Primarna(0-2),28.4
2013,Irska,ženske,55-64,Sekundarna(3-4),48.7
2013,Irska,ženske,55-64,Terciarna(5-8),57.8
2013,Irska,ženske,55-64,Brez odgovora,50
2014,Irska,ženske,55-64,Primarna(0-2),28.3
2014,Irska,ženske,55-64,Sekundarna(3-4),51.3
2014,Irska,ženske,55-64,Terciarna(5-8),56
2014,Irska,ženske,55-64,Brez odgovora,48.1
2015,Irska,ženske,55-64,Primarna(0-2),28.3
2015,Irska,ženske,55-64,Sekundarna(3-4),52.1
2015,Irska,ženske,55-64,Terciarna(5-8),60.6
2015,Irska,ženske,55-64,Brez odgovora,44.3
2016,Irska,ženske,55-64,Primarna(0-2),31.1
2016,Irska,ženske,55-64,Sekundarna(3-4),53
2016,Irska,ženske,55-64,Terciarna(5-8),62.9
2016,Irska,ženske,55-64,Brez odgovora,41.5
2017,Irska,ženske,55-64,Primarna(0-2),32
2017,Irska,ženske,55-64,Sekundarna(3-4),53.8
2017,Irska,ženske,55-64,Terciarna(5-8),64.2
2017,Irska,ženske,55-64,Brez odgovora,44.2
2018,Irska,ženske,55-64,Primarna(0-2),33.6
2018,Irska,ženske,55-64,Sekundarna(3-4),54.9
2018,Irska,ženske,55-64,Terciarna(5-8),65.2
2018,Irska,ženske,55-64,Brez odgovora,54.9
2019,Irska,ženske,55-64,Primarna(0-2),35.9
2019,Irska,ženske,55-64,Sekundarna(3-4),57.3
2019,Irska,ženske,55-64,Terciarna(5-8),65.8
2011,Grčija,ženske,55-64,Primarna(0-2),26.7
2011,Grčija,ženske,55-64,Sekundarna(3-4),23.2
2011,Grčija,ženske,55-64,Terciarna(5-8),39.6
2012,Grčija,ženske,55-64,Primarna(0-2),24.3
2012,Grčija,ženske,55-64,Sekundarna(3-4),22.3
2012,Grčija,ženske,55-64,Terciarna(5-8),39.9
2013,Grčija,ženske,55-64,Primarna(0-2),25.4
2013,Grčija,ženske,55-64,Sekundarna(3-4),19.5
2013,Grčija,ženske,55-64,Terciarna(5-8),39.4
2014,Grčija,ženske,55-64,Primarna(0-2),25.2
2014,Grčija,ženske,55-64,Sekundarna(3-4),18
2014,Grčija,ženske,55-64,Terciarna(5-8),37.1
2015,Grčija,ženske,55-64,Primarna(0-2),26.2
2015,Grčija,ženske,55-64,Sekundarna(3-4),19
2015,Grčija,ženske,55-64,Terciarna(5-8),32.2
2016,Grčija,ženske,55-64,Primarna(0-2),26.7
2016,Grčija,ženske,55-64,Sekundarna(3-4),24.1
2016,Grčija,ženske,55-64,Terciarna(5-8),34.9
2017,Grčija,ženske,55-64,Primarna(0-2),26.7
2017,Grčija,ženske,55-64,Sekundarna(3-4),24.1
2017,Grčija,ženske,55-64,Terciarna(5-8),38.6
2018,Grčija,ženske,55-64,Primarna(0-2),28
2018,Grčija,ženske,55-64,Sekundarna(3-4),25.1
2018,Grčija,ženske,55-64,Terciarna(5-8),44.1
2019,Grčija,ženske,55-64,Primarna(0-2),29.3
2019,Grčija,ženske,55-64,Sekundarna(3-4),26.4
2019,Grčija,ženske,55-64,Terciarna(5-8),45.6
