"AGE,""TIME"",""GEO"",""SEX"",""REASON"",""UNIT"",""Value"""
"From 20 to 64 years,""2018"",""Ireland"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""12.3"""
"From 20 to 64 years,""2018"",""Ireland"",""Males"",""Probationary period"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2018"",""Ireland"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""10.6"""
"From 20 to 64 years,""2018"",""Ireland"",""Males"",""No response"",""Percentage of employees"",""2.2"""
"From 20 to 64 years,""2018"",""Ireland"",""Males"",""No response"",""Percentage of employees with a temporary job"",""27.7"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""Could not find permanent job"",""Percentage of employees"",""3.0"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""32.7"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""1.6"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""18.1"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""In education or training"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""11.1"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""Probationary period"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""9.1"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""No response"",""Percentage of employees"",""2.6"""
"From 20 to 64 years,""2018"",""Ireland"",""Females"",""No response"",""Percentage of employees with a temporary job"",""28.9"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""Could not find permanent job"",""Percentage of employees"",""6.5"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""69.1"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""5.9"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""In education or training"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""8.7"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""Probationary period"",""Percentage of employees"",""0.2"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""2.3"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""No response"",""Percentage of employees"",""1.3"""
"From 20 to 64 years,""2018"",""Greece"",""Males"",""No response"",""Percentage of employees with a temporary job"",""13.9"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""Could not find permanent job"",""Percentage of employees"",""10.2"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""75.5"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""7.4"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""In education or training"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""6.2"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""Probationary period"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""2.3"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""No response"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2018"",""Greece"",""Females"",""No response"",""Percentage of employees with a temporary job"",""8.6"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""Could not find permanent job"",""Percentage of employees"",""20.1"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""81.7"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""4.0"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""In education or training"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""4.7"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""Probationary period"",""Percentage of employees"",""0.2"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""0.8"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""No response"",""Percentage of employees"",""2.2"""
"From 20 to 64 years,""2018"",""Spain"",""Males"",""No response"",""Percentage of employees with a temporary job"",""8.8"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""Could not find permanent job"",""Percentage of employees"",""22.1"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""81.2"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""4.4"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""In education or training"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""4.1"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""Probationary period"",""Percentage of employees"",""0.2"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""0.8"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""No response"",""Percentage of employees"",""2.6"""
"From 20 to 64 years,""2018"",""Spain"",""Females"",""No response"",""Percentage of employees with a temporary job"",""9.5"""
"From 20 to 64 years,""2018"",""France"",""Males"",""Could not find permanent job"",""Percentage of employees"",""7.6"""
"From 20 to 64 years,""2018"",""France"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""53.5"""
"From 20 to 64 years,""2018"",""France"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""3.6"""
"From 20 to 64 years,""2018"",""France"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""25.5"""
"From 20 to 64 years,""2018"",""France"",""Males"",""In education or training"",""Percentage of employees"",""1.6"""
"From 20 to 64 years,""2018"",""France"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""11.2"""
"From 20 to 64 years,""2018"",""France"",""Males"",""Probationary period"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2018"",""France"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""2.6"""
"From 20 to 64 years,""2018"",""France"",""Males"",""No response"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""France"",""Males"",""No response"",""Percentage of employees with a temporary job"",""7.2"""
"From 20 to 64 years,""2018"",""France"",""Females"",""Could not find permanent job"",""Percentage of employees"",""10.0"""
"From 20 to 64 years,""2018"",""France"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""60.1"""
"From 20 to 64 years,""2018"",""France"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""3.3"""
"From 20 to 64 years,""2018"",""France"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""19.8"""
"From 20 to 64 years,""2018"",""France"",""Females"",""In education or training"",""Percentage of employees"",""1.6"""
"From 20 to 64 years,""2018"",""France"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""9.4"""
"From 20 to 64 years,""2018"",""France"",""Females"",""Probationary period"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""France"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""2.1"""
"From 20 to 64 years,""2018"",""France"",""Females"",""No response"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2018"",""France"",""Females"",""No response"",""Percentage of employees with a temporary job"",""8.5"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""Could not find permanent job"",""Percentage of employees"",""16.2"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""87.0"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""5.2"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""In education or training"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""3.2"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""Probationary period"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""4.4"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Croatia"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""Could not find permanent job"",""Percentage of employees"",""17.6"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""88.2"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""6.9"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""In education or training"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""3.0"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""Probationary period"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""1.6"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Croatia"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""Could not find permanent job"",""Percentage of employees"",""13.0"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""80.2"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.2"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""1.4"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""In education or training"",""Percentage of employees"",""2.1"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""13.3"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""Probationary period"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""4.7"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""No response"",""Percentage of employees"",""0.1"""
"From 20 to 64 years,""2018"",""Italy"",""Males"",""No response"",""Percentage of employees with a temporary job"",""0.4"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""Could not find permanent job"",""Percentage of employees"",""14.4"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""82.1"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""1.9"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""In education or training"",""Percentage of employees"",""2.1"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""11.8"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""Probationary period"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""3.7"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""No response"",""Percentage of employees"",""0.1"""
"From 20 to 64 years,""2018"",""Italy"",""Females"",""No response"",""Percentage of employees with a temporary job"",""0.4"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""Could not find permanent job"",""Percentage of employees"",""9.8"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""93.6"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""3.4"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""Could not find permanent job"",""Percentage of employees"",""15.8"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""93.2"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.5"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""3.2"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""In education or training"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""2.4"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Cyprus"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""Could not find permanent job"",""Percentage of employees"",""2.0"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""60.2"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""25.1"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""Could not find permanent job"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""68.5"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Latvia"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""Could not find permanent job"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""63.5"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""Probationary period"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""19.1"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""Could not find permanent job"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""47.4"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.2"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""16.3"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""Probationary period"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""24.2"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Lithuania"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""Could not find permanent job"",""Percentage of employees"",""5.0"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""55.0"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""10.7"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""In education or training"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""4.5"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""Probationary period"",""Percentage of employees"",""1.6"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""18.0"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""No response"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Males"",""No response"",""Percentage of employees with a temporary job"",""11.9"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""Could not find permanent job"",""Percentage of employees"",""5.8"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""57.9"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""8.4"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""In education or training"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""5.7"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""Probationary period"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""14.3"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""No response"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2018"",""Luxembourg"",""Females"",""No response"",""Percentage of employees with a temporary job"",""13.7"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""Could not find permanent job"",""Percentage of employees"",""4.9"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""74.9"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""10.4"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""Probationary period"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""13.1"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Hungary"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""Could not find permanent job"",""Percentage of employees"",""5.7"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""73.0"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""12.1"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""In education or training"",""Percentage of employees"",""0.2"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""2.4"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""Probationary period"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""12.5"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Hungary"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""Could not find permanent job"",""Percentage of employees"",""2.3"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""33.5"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""10.2"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""In education or training"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""10.7"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""Probationary period"",""Percentage of employees"",""3.2"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""45.5"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Malta"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""Could not find permanent job"",""Percentage of employees"",""3.5"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""43.2"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""1.9"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""23.5"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""In education or training"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""8.8"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""Probationary period"",""Percentage of employees"",""2.0"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""24.6"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Malta"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""Could not find permanent job"",""Percentage of employees"",""6.0"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""37.4"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""1.9"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""11.9"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""In education or training"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""2.0"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""Probationary period"",""Percentage of employees"",""5.7"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""35.6"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""No response"",""Percentage of employees"",""2.1"""
"From 20 to 64 years,""2018"",""Netherlands"",""Males"",""No response"",""Percentage of employees with a temporary job"",""13.1"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""Could not find permanent job"",""Percentage of employees"",""6.4"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""33.4"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""2.5"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""12.8"""
