LETO,DRZAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2017,Velika Britanija,moški,25-54,Delež aktivne populacije,92.4
2017,Velika Britanija,moški,25-54,Delež celotne populacije,89.6
2018,Belgija,moški,25-54,Delež aktivne populacije,89.6
2018,Belgija,moški,25-54,Delež celotne populacije,84.5
2018,Bolgarija,moški,25-54,Delež aktivne populacije,88.3
2018,Bolgarija,moški,25-54,Delež celotne populacije,83.5
2018,Češka,moški,25-54,Delež aktivne populacije,95.9
2018,Češka,moški,25-54,Delež celotne populacije,94.4
2018,Danska,moški,25-54,Delež aktivne populacije,89.6
2018,Danska,moški,25-54,Delež celotne populacije,85.9
2018,Nemčija,moški,25-54,Delež aktivne populacije,92.3
2018,Nemčija,moški,25-54,Delež celotne populacije,89
2018,Estonija,moški,25-54,Delež aktivne populacije,93.4
2018,Estonija,moški,25-54,Delež celotne populacije,89.5
2018,Irska,moški,25-54,Delež aktivne populacije,90
2018,Irska,moški,25-54,Delež celotne populacije,85.7
2018,Grčija,moški,25-54,Delež aktivne populacije,93.2
2018,Grčija,moški,25-54,Delež celotne populacije,79.6
2018,Španija,moški,25-54,Delež aktivne populacije,91.9
2018,Španija,moški,25-54,Delež celotne populacije,80.8
2018,Francija,moški,25-54,Delež aktivne populacije,92.4
2018,Francija,moški,25-54,Delež celotne populacije,85.2
2018,Hrvaška,moški,25-54,Delež aktivne populacije,86.4
2018,Hrvaška,moški,25-54,Delež celotne populacije,80.4
2018,Italija,moški,25-54,Delež aktivne populacije,88.4
2018,Italija,moški,25-54,Delež celotne populacije,80.3
2018,Ciper,moški,25-54,Delež aktivne populacije,92.7
2018,Ciper,moški,25-54,Delež celotne populacije,86.2
2018,Latvija,moški,25-54,Delež aktivne populacije,92.1
2018,Latvija,moški,25-54,Delež celotne populacije,84.6
2018,Litva,moški,25-54,Delež aktivne populacije,91
2018,Litva,moški,25-54,Delež celotne populacije,85.2
2018,Luksemburg,moški,25-54,Delež aktivne populacije,92.2
2018,Luksemburg,moški,25-54,Delež celotne populacije,88
2018,Madžarska,moški,25-54,Delež aktivne populacije,93.3
2018,Madžarska,moški,25-54,Delež celotne populacije,90.4
2018,Malta,moški,25-54,Delež aktivne populacije,96.4
2018,Malta,moški,25-54,Delež celotne populacije,93.6
2018,Nizozemska,moški,25-54,Delež aktivne populacije,91.7
2018,Nizozemska,moški,25-54,Delež celotne populacije,89.2
2018,Avstrija,moški,25-54,Delež aktivne populacije,92.1
2018,Avstrija,moški,25-54,Delež celotne populacije,87.8
2018,Poljska,moški,25-54,Delež aktivne populacije,91
2018,Poljska,moški,25-54,Delež celotne populacije,88.1
2018,Portugalska,moški,25-54,Delež aktivne populacije,92.6
2018,Portugalska,moški,25-54,Delež celotne populacije,87.5
2018,Romunija,moški,25-54,Delež aktivne populacije,92.5
2018,Romunija,moški,25-54,Delež celotne populacije,88.7
2018,Slovenija,moški,25-54,Delež aktivne populacije,94
2018,Slovenija,moški,25-54,Delež celotne populacije,90
2018,Slovaška,moški,25-54,Delež aktivne populacije,93.2
2018,Slovaška,moški,25-54,Delež celotne populacije,87.9
2018,Finska,moški,25-54,Delež aktivne populacije,90.8
2018,Finska,moški,25-54,Delež celotne populacije,85.3
2018,Švedska,moški,25-54,Delež aktivne populacije,93.6
2018,Švedska,moški,25-54,Delež celotne populacije,88.8
2018,Velika Britanija,moški,25-54,Delež aktivne populacije,92.5
2018,Velika Britanija,moški,25-54,Delež celotne populacije,89.8
2019,Belgija,moški,25-54,Delež aktivne populacije,89.3
2019,Belgija,moški,25-54,Delež celotne populacije,84.7
2019,Bolgarija,moški,25-54,Delež aktivne populacije,90
2019,Bolgarija,moški,25-54,Delež celotne populacije,86
2019,Češka,moški,25-54,Delež aktivne populacije,95.9
2019,Češka,moški,25-54,Delež celotne populacije,94.5
2019,Danska,moški,25-54,Delež aktivne populacije,90.1
2019,Danska,moški,25-54,Delež celotne populacije,86.3
2019,Nemčija,moški,25-54,Delež aktivne populacije,92.7
2019,Nemčija,moški,25-54,Delež celotne populacije,89.6
2019,Estonija,moški,25-54,Delež aktivne populacije,92.5
2019,Estonija,moški,25-54,Delež celotne populacije,89.6
2019,Irska,moški,25-54,Delež aktivne populacije,90.6
2019,Irska,moški,25-54,Delež celotne populacije,86.7
2019,Grčija,moški,25-54,Delež aktivne populacije,93.2
2019,Grčija,moški,25-54,Delež celotne populacije,80.8
2019,Španija,moški,25-54,Delež aktivne populacije,91.7
2019,Španija,moški,25-54,Delež celotne populacije,81.6
2019,Francija,moški,25-54,Delež aktivne populacije,91.9
2019,Francija,moški,25-54,Delež celotne populacije,85.2
2019,Hrvaška,moški,25-54,Delež aktivne populacije,86.9
2019,Hrvaška,moški,25-54,Delež celotne populacije,81.7
2019,Italija,moški,25-54,Delež aktivne populacije,88.5
2019,Italija,moški,25-54,Delež celotne populacije,80.8
2019,Ciper,moški,25-54,Delež aktivne populacije,93.4
2019,Ciper,moški,25-54,Delež celotne populacije,88.4
2019,Latvija,moški,25-54,Delež aktivne populacije,91.2
2019,Latvija,moški,25-54,Delež celotne populacije,85.2
2019,Litva,moški,25-54,Delež aktivne populacije,91.4
2019,Litva,moški,25-54,Delež celotne populacije,85.4
2019,Luksemburg,moški,25-54,Delež aktivne populacije,92.8
2019,Luksemburg,moški,25-54,Delež celotne populacije,88.6
2019,Madžarska,moški,25-54,Delež aktivne populacije,93.4
2019,Madžarska,moški,25-54,Delež celotne populacije,90.8
2019,Malta,moški,25-54,Delež aktivne populacije,96.6
2019,Malta,moški,25-54,Delež celotne populacije,93.9
2019,Nizozemska,moški,25-54,Delež aktivne populacije,91.5
2019,Nizozemska,moški,25-54,Delež celotne populacije,89.3
2019,Avstrija,moški,25-54,Delež aktivne populacije,92.4
2019,Avstrija,moški,25-54,Delež celotne populacije,88.5
2019,Poljska,moški,25-54,Delež aktivne populacije,91.5
2019,Poljska,moški,25-54,Delež celotne populacije,89.2
2019,Portugalska,moški,25-54,Delež aktivne populacije,92.7
2019,Portugalska,moški,25-54,Delež celotne populacije,88.1
2019,Romunija,moški,25-54,Delež aktivne populacije,93.1
2019,Romunija,moški,25-54,Delež celotne populacije,89.7
2019,Slovenija,moški,25-54,Delež aktivne populacije,94.4
2019,Slovenija,moški,25-54,Delež celotne populacije,90.9
2019,Slovaška,moški,25-54,Delež aktivne populacije,93.2
2019,Slovaška,moški,25-54,Delež celotne populacije,88.3
2019,Finska,moški,25-54,Delež aktivne populacije,90.3
2019,Finska,moški,25-54,Delež celotne populacije,85.6
2019,Švedska,moški,25-54,Delež aktivne populacije,93.7
2019,Švedska,moški,25-54,Delež celotne populacije,89
2019,Velika Britanija,moški,25-54,Delež aktivne populacije,92.6
2019,Velika Britanija,moški,25-54,Delež celotne populacije,90.2
2011,Belgija,ženske,25-54,Delež aktivne populacije,78.7
2011,Belgija,ženske,25-54,Delež celotne populacije,73.8
2011,Bolgarija,ženske,25-54,Delež aktivne populacije,79.3
2011,Bolgarija,ženske,25-54,Delež celotne populacije,71.9
2011,Češka,ženske,25-54,Delež aktivne populacije,80.4
2011,Češka,ženske,25-54,Delež celotne populacije,74.3
2011,Danska,ženske,25-54,Delež aktivne populacije,84.3
2011,Danska,ženske,25-54,Delež celotne populacije,78.5
2011,Nemčija,ženske,25-54,Delež aktivne populacije,82.1
2011,Nemčija,ženske,25-54,Delež celotne populacije,77.9
2011,Estonija,ženske,25-54,Delež aktivne populacije,84.7
2011,Estonija,ženske,25-54,Delež celotne populacije,75
2011,Irska,ženske,25-54,Delež aktivne populacije,72.7
2011,Irska,ženske,25-54,Delež celotne populacije,64.3
2011,Grčija,ženske,25-54,Delež aktivne populacije,72.8
2011,Grčija,ženske,25-54,Delež celotne populacije,57.8
2011,Španija,ženske,25-54,Delež aktivne populacije,79.7
2011,Španija,ženske,25-54,Delež celotne populacije,63.4
2011,Francija,ženske,25-54,Delež aktivne populacije,82.5
2011,Francija,ženske,25-54,Delež celotne populacije,75.5
2011,Hrvaška,ženske,25-54,Delež aktivne populacije,75.8
2011,Hrvaška,ženske,25-54,Delež celotne populacije,66.1
2011,Italija,ženske,25-54,Delež aktivne populacije,64.7
2011,Italija,ženske,25-54,Delež celotne populacije,59
2011,Ciper,ženske,25-54,Delež aktivne populacije,82
2011,Ciper,ženske,25-54,Delež celotne populacije,76.7
2011,Latvija,ženske,25-54,Delež aktivne populacije,85.3
2011,Latvija,ženske,25-54,Delež celotne populacije,74.8
2011,Litva,ženske,25-54,Delež aktivne populacije,88.9
2011,Litva,ženske,25-54,Delež celotne populacije,78.1
2011,Luksemburg,ženske,25-54,Delež aktivne populacije,77.1
2011,Luksemburg,ženske,25-54,Delež celotne populacije,72.9
2011,Madžarska,ženske,25-54,Delež aktivne populacije,74.4
2011,Madžarska,ženske,25-54,Delež celotne populacije,66.6
2011,Malta,ženske,25-54,Delež aktivne populacije,54
2011,Malta,ženske,25-54,Delež celotne populacije,50.8
2011,Nizozemska,ženske,25-54,Delež aktivne populacije,81.8
2011,Nizozemska,ženske,25-54,Delež celotne populacije,78.1
2011,Avstrija,ženske,25-54,Delež aktivne populacije,83.2
2011,Avstrija,ženske,25-54,Delež celotne populacije,79.8
2011,Poljska,ženske,25-54,Delež aktivne populacije,78.6
2011,Poljska,ženske,25-54,Delež celotne populacije,71.5
2011,Portugalska,ženske,25-54,Delež aktivne populacije,84.5
2011,Portugalska,ženske,25-54,Delež celotne populacije,74.1
2011,Romunija,ženske,25-54,Delež aktivne populacije,72.6
2011,Romunija,ženske,25-54,Delež celotne populacije,68.3
2011,Slovenija,ženske,25-54,Delež aktivne populacije,88.4
2011,Slovenija,ženske,25-54,Delež celotne populacije,81.3
2011,Slovaška,ženske,25-54,Delež aktivne populacije,80.4
2011,Slovaška,ženske,25-54,Delež celotne populacije,70.4
2011,Finska,ženske,25-54,Delež aktivne populacije,84.3
2011,Finska,ženske,25-54,Delež celotne populacije,79.6
2011,Švedska,ženske,25-54,Delež aktivne populacije,87.3
2011,Švedska,ženske,25-54,Delež celotne populacije,82.2
2011,Velika Britanija,ženske,25-54,Delež aktivne populacije,79
2011,Velika Britanija,ženske,25-54,Delež celotne populacije,74.4
2012,Belgija,ženske,25-54,Delež aktivne populacije,79.1
2012,Belgija,ženske,25-54,Delež celotne populacije,73.9
2012,Bolgarija,ženske,25-54,Delež aktivne populacije,79.8
2012,Bolgarija,ženske,25-54,Delež celotne populacije,71.8
2012,Češka,ženske,25-54,Delež aktivne populacije,80.9
2012,Češka,ženske,25-54,Delež celotne populacije,74.6
2012,Danska,ženske,25-54,Delež aktivne populacije,84.4
2012,Danska,ženske,25-54,Delež celotne populacije,78.7
2012,Nemčija,ženske,25-54,Delež aktivne populacije,82.3
2012,Nemčija,ženske,25-54,Delež celotne populacije,78.2
2012,Estonija,ženske,25-54,Delež aktivne populacije,83.5
2012,Estonija,ženske,25-54,Delež celotne populacije,75.8
2012,Irska,ženske,25-54,Delež aktivne populacije,73
2012,Irska,ženske,25-54,Delež celotne populacije,64.4
2012,Grčija,ženske,25-54,Delež aktivne populacije,74
2012,Grčija,ženske,25-54,Delež celotne populacije,53.9
2012,Španija,ženske,25-54,Delež aktivne populacije,81.1
2012,Španija,ženske,25-54,Delež celotne populacije,62
2012,Francija,ženske,25-54,Delež aktivne populacije,82.6
2012,Francija,ženske,25-54,Delež celotne populacije,75.3
2012,Hrvaška,ženske,25-54,Delež aktivne populacije,76.6
2012,Hrvaška,ženske,25-54,Delež celotne populacije,65.2
2012,Italija,ženske,25-54,Delež aktivne populacije,66.5
2012,Italija,ženske,25-54,Delež celotne populacije,59.2
2012,Ciper,ženske,25-54,Delež aktivne populacije,82
2012,Ciper,ženske,25-54,Delež celotne populacije,74
2012,Latvija,ženske,25-54,Delež aktivne populacije,85.7
2012,Latvija,ženske,25-54,Delež celotne populacije,75
2012,Litva,ženske,25-54,Delež aktivne populacije,89
2012,Litva,ženske,25-54,Delež celotne populacije,79.1
2012,Luksemburg,ženske,25-54,Delež aktivne populacije,79.2
2012,Luksemburg,ženske,25-54,Delež celotne populacije,75
2012,Madžarska,ženske,25-54,Delež aktivne populacije,76.5
2012,Madžarska,ženske,25-54,Delež celotne populacije,69
2012,Malta,ženske,25-54,Delež aktivne populacije,59.7
2012,Malta,ženske,25-54,Delež celotne populacije,56.4
2012,Nizozemska,ženske,25-54,Delež aktivne populacije,82.3
2012,Nizozemska,ženske,25-54,Delež celotne populacije,78.1
2012,Avstrija,ženske,25-54,Delež aktivne populacije,84
2012,Avstrija,ženske,25-54,Delež celotne populacije,80.4
2012,Poljska,ženske,25-54,Delež aktivne populacije,79.1
2012,Poljska,ženske,25-54,Delež celotne populacije,71.5
2012,Portugalska,ženske,25-54,Delež aktivne populacije,85
2012,Portugalska,ženske,25-54,Delež celotne populacije,72.5
2012,Romunija,ženske,25-54,Delež aktivne populacije,72.9
2012,Romunija,ženske,25-54,Delež celotne populacije,68.9
2012,Slovenija,ženske,25-54,Delež aktivne populacije,89.1
2012,Slovenija,ženske,25-54,Delež celotne populacije,81
2012,Slovaška,ženske,25-54,Delež aktivne populacije,80.4
2012,Slovaška,ženske,25-54,Delež celotne populacije,69.6
2012,Finska,ženske,25-54,Delež aktivne populacije,84.1
2012,Finska,ženske,25-54,Delež celotne populacije,79.4
2012,Švedska,ženske,25-54,Delež aktivne populacije,87.6
2012,Švedska,ženske,25-54,Delež celotne populacije,82.5
2012,Velika Britanija,ženske,25-54,Delež aktivne populacije,79.2
2012,Velika Britanija,ženske,25-54,Delež celotne populacije,74.5
2013,Belgija,ženske,25-54,Delež aktivne populacije,79.7
2013,Belgija,ženske,25-54,Delež celotne populacije,74
2013,Bolgarija,ženske,25-54,Delež aktivne populacije,80.3
2013,Bolgarija,ženske,25-54,Delež celotne populacije,71.5
2013,Češka,ženske,25-54,Delež aktivne populacije,81.9
2013,Češka,ženske,25-54,Delež celotne populacije,75.5
2013,Danska,ženske,25-54,Delež aktivne populacije,84.3
2013,Danska,ženske,25-54,Delež celotne populacije,78.3
2013,Nemčija,ženske,25-54,Delež aktivne populacije,82.4
2013,Nemčija,ženske,25-54,Delež celotne populacije,78.6
2013,Estonija,ženske,25-54,Delež aktivne populacije,82.9
2013,Estonija,ženske,25-54,Delež celotne populacije,76.1
2013,Irska,ženske,25-54,Delež aktivne populacije,74.1
2013,Irska,ženske,25-54,Delež celotne populacije,65.7
2013,Grčija,ženske,25-54,Delež aktivne populacije,74.3
2013,Grčija,ženske,25-54,Delež celotne populacije,51.4
2013,Španija,ženske,25-54,Delež aktivne populacije,81.8
2013,Španija,ženske,25-54,Delež celotne populacije,61.2
2013,Francija,ženske,25-54,Delež aktivne populacije,83.1
2013,Francija,ženske,25-54,Delež celotne populacije,75.5
2013,Hrvaška,ženske,25-54,Delež aktivne populacije,76.8
2013,Hrvaška,ženske,25-54,Delež celotne populacije,64.9
2013,Italija,ženske,25-54,Delež aktivne populacije,66.1
2013,Italija,ženske,25-54,Delež celotne populacije,58
2013,Ciper,ženske,25-54,Delež aktivne populacije,82
2013,Ciper,ženske,25-54,Delež celotne populacije,71.1
2013,Latvija,ženske,25-54,Delež aktivne populacije,84.8
2013,Latvija,ženske,25-54,Delež celotne populacije,76.1
2013,Litva,ženske,25-54,Delež aktivne populacije,88.4
2013,Litva,ženske,25-54,Delež celotne populacije,79.4
2013,Luksemburg,ženske,25-54,Delež aktivne populacije,80.5
2013,Luksemburg,ženske,25-54,Delež celotne populacije,75.5
2013,Madžarska,ženske,25-54,Delež aktivne populacije,77.1
2013,Madžarska,ženske,25-54,Delež celotne populacije,70
2013,Malta,ženske,25-54,Delež aktivne populacije,63.6
2013,Malta,ženske,25-54,Delež celotne populacije,60.3
2013,Nizozemska,ženske,25-54,Delež aktivne populacije,82.6
2013,Nizozemska,ženske,25-54,Delež celotne populacije,77.5
2013,Avstrija,ženske,25-54,Delež aktivne populacije,84.5
2013,Avstrija,ženske,25-54,Delež celotne populacije,80.5
2013,Poljska,ženske,25-54,Delež aktivne populacije,79.1
2013,Poljska,ženske,25-54,Delež celotne populacije,71.2
2013,Portugalska,ženske,25-54,Delež aktivne populacije,85.5
2013,Portugalska,ženske,25-54,Delež celotne populacije,72.2
2013,Romunija,ženske,25-54,Delež aktivne populacije,72.7
2013,Romunija,ženske,25-54,Delež celotne populacije,68.6
2013,Slovenija,ženske,25-54,Delež aktivne populacije,88.7
2013,Slovenija,ženske,25-54,Delež celotne populacije,79.3
2013,Slovaška,ženske,25-54,Delež aktivne populacije,80.5
2013,Slovaška,ženske,25-54,Delež celotne populacije,69.6
2013,Finska,ženske,25-54,Delež aktivne populacije,83.3
2013,Finska,ženske,25-54,Delež celotne populacije,78.1
2013,Švedska,ženske,25-54,Delež aktivne populacije,88.1
2013,Švedska,ženske,25-54,Delež celotne populacije,82.7
2013,Velika Britanija,ženske,25-54,Delež aktivne populacije,79.5
2013,Velika Britanija,ženske,25-54,Delež celotne populacije,75.1
2014,Belgija,ženske,25-54,Delež aktivne populacije,80.6
2014,Belgija,ženske,25-54,Delež celotne populacije,74.9
2014,Bolgarija,ženske,25-54,Delež aktivne populacije,80.2
2014,Bolgarija,ženske,25-54,Delež celotne populacije,72.5
2014,Češka,ženske,25-54,Delež aktivne populacije,81.6
2014,Češka,ženske,25-54,Delež celotne populacije,75.7
2014,Danska,ženske,25-54,Delež aktivne populacije,83
2014,Danska,ženske,25-54,Delež celotne populacije,77.5
2014,Nemčija,ženske,25-54,Delež aktivne populacije,82.5
2014,Nemčija,ženske,25-54,Delež celotne populacije,78.8
2014,Estonija,ženske,25-54,Delež aktivne populacije,82
2014,Estonija,ženske,25-54,Delež celotne populacije,76.1
2014,Irska,ženske,25-54,Delež aktivne populacije,74.4
2014,Irska,ženske,25-54,Delež celotne populacije,67
2014,Grčija,ženske,25-54,Delež aktivne populacije,75.6
2014,Grčija,ženske,25-54,Delež celotne populacije,53.1
2014,Španija,ženske,25-54,Delež aktivne populacije,82
2014,Španija,ženske,25-54,Delež celotne populacije,62.3
2014,Francija,ženske,25-54,Delež aktivne populacije,83
2014,Francija,ženske,25-54,Delež celotne populacije,75.4
2014,Hrvaška,ženske,25-54,Delež aktivne populacije,81.5
2014,Hrvaška,ženske,25-54,Delež celotne populacije,67.9
2014,Italija,ženske,25-54,Delež aktivne populacije,66.4
2014,Italija,ženske,25-54,Delež celotne populacije,57.6
2014,Ciper,ženske,25-54,Delež aktivne populacije,83.9
2014,Ciper,ženske,25-54,Delež celotne populacije,73.1
2014,Latvija,ženske,25-54,Delež aktivne populacije,84
2014,Latvija,ženske,25-54,Delež celotne populacije,76
2014,Litva,ženske,25-54,Delež aktivne populacije,88.7
2014,Litva,ženske,25-54,Delež celotne populacije,80.9
2014,Luksemburg,ženske,25-54,Delež aktivne populacije,80.9
2014,Luksemburg,ženske,25-54,Delež celotne populacije,76.8
2014,Madžarska,ženske,25-54,Delež aktivne populacije,78.8
2014,Madžarska,ženske,25-54,Delež celotne populacije,73.2
2014,Malta,ženske,25-54,Delež aktivne populacije,65.7
2014,Malta,ženske,25-54,Delež celotne populacije,62.9
2014,Nizozemska,ženske,25-54,Delež aktivne populacije,81.9
2014,Nizozemska,ženske,25-54,Delež celotne populacije,76.5
2014,Avstrija,ženske,25-54,Delež aktivne populacije,84.5
2014,Avstrija,ženske,25-54,Delež celotne populacije,80.3
2014,Poljska,ženske,25-54,Delež aktivne populacije,79.6
2014,Poljska,ženske,25-54,Delež celotne populacije,72.7
2014,Portugalska,ženske,25-54,Delež aktivne populacije,85.8
2014,Portugalska,ženske,25-54,Delež celotne populacije,74.3
2014,Romunija,ženske,25-54,Delež aktivne populacije,73.3
2014,Romunija,ženske,25-54,Delež celotne populacije,69.3
2014,Slovenija,ženske,25-54,Delež aktivne populacije,88.3
2014,Slovenija,ženske,25-54,Delež celotne populacije,79.1
2014,Slovaška,ženske,25-54,Delež aktivne populacije,80.4
2014,Slovaška,ženske,25-54,Delež celotne populacije,70.2
2014,Finska,ženske,25-54,Delež aktivne populacije,83.6
2014,Finska,ženske,25-54,Delež celotne populacije,78.1
2014,Švedska,ženske,25-54,Delež aktivne populacije,88
2014,Švedska,ženske,25-54,Delež celotne populacije,82.8
2014,Velika Britanija,ženske,25-54,Delež aktivne populacije,79.9
2014,Velika Britanija,ženske,25-54,Delež celotne populacije,76.2
2015,Belgija,ženske,25-54,Delež aktivne populacije,80.2
2015,Belgija,ženske,25-54,Delež celotne populacije,74.5
2015,Bolgarija,ženske,25-54,Delež aktivne populacije,79.8
2015,Bolgarija,ženske,25-54,Delež celotne populacije,73.6
2015,Češka,ženske,25-54,Delež aktivne populacije,81.4
2015,Češka,ženske,25-54,Delež celotne populacije,76.7
2015,Danska,ženske,25-54,Delež aktivne populacije,82.4
2015,Danska,ženske,25-54,Delež celotne populacije,77.5
2015,Nemčija,ženske,25-54,Delež aktivne populacije,82.5
2015,Nemčija,ženske,25-54,Delež celotne populacije,79.2
2015,Estonija,ženske,25-54,Delež aktivne populacije,83
2015,Estonija,ženske,25-54,Delež celotne populacije,78.2
2015,Irska,ženske,25-54,Delež aktivne populacije,74.6
2015,Irska,ženske,25-54,Delež celotne populacije,68.5
2015,Grčija,ženske,25-54,Delež aktivne populacije,77.7
2015,Grčija,ženske,25-54,Delež celotne populacije,55.4
2015,Španija,ženske,25-54,Delež aktivne populacije,82
2015,Španija,ženske,25-54,Delež celotne populacije,63.7
2015,Francija,ženske,25-54,Delež aktivne populacije,82.7
2015,Francija,ženske,25-54,Delež celotne populacije,75.3
2015,Hrvaška,ženske,25-54,Delež aktivne populacije,82.1
2015,Hrvaška,ženske,25-54,Delež celotne populacije,69.3
2015,Italija,ženske,25-54,Delež aktivne populacije,65.9
2015,Italija,ženske,25-54,Delež celotne populacije,57.9
2015,Ciper,ženske,25-54,Delež aktivne populacije,83.8
2015,Ciper,ženske,25-54,Delež celotne populacije,72.7
2015,Latvija,ženske,25-54,Delež aktivne populacije,84.6
2015,Latvija,ženske,25-54,Delež celotne populacije,77.3
2015,Litva,ženske,25-54,Delež aktivne populacije,88.2
2015,Litva,ženske,25-54,Delež celotne populacije,81.4
2015,Luksemburg,ženske,25-54,Delež aktivne populacije,81.3
2015,Luksemburg,ženske,25-54,Delež celotne populacije,75.7
2015,Madžarska,ženske,25-54,Delež aktivne populacije,79.6
2015,Madžarska,ženske,25-54,Delež celotne populacije,74.4
2015,Malta,ženske,25-54,Delež aktivne populacije,67.2
2015,Malta,ženske,25-54,Delež celotne populacije,64
2015,Nizozemska,ženske,25-54,Delež aktivne populacije,82.1
2015,Nizozemska,ženske,25-54,Delež celotne populacije,77
2015,Avstrija,ženske,25-54,Delež aktivne populacije,84.4
2015,Avstrija,ženske,25-54,Delež celotne populacije,80.3
2015,Poljska,ženske,25-54,Delež aktivne populacije,79.6
2015,Poljska,ženske,25-54,Delež celotne populacije,73.9
2015,Portugalska,ženske,25-54,Delež aktivne populacije,86
2015,Portugalska,ženske,25-54,Delež celotne populacije,76.1
2015,Romunija,ženske,25-54,Delež aktivne populacije,72.9
2015,Romunija,ženske,25-54,Delež celotne populacije,69.2
2015,Slovenija,ženske,25-54,Delež aktivne populacije,88.6
2015,Slovenija,ženske,25-54,Delež celotne populacije,79.5
2015,Slovaška,ženske,25-54,Delež aktivne populacije,80.8
2015,Slovaška,ženske,25-54,Delež celotne populacije,70.9
2015,Finska,ženske,25-54,Delež aktivne populacije,83.6
2015,Finska,ženske,25-54,Delež celotne populacije,77.3
2015,Švedska,ženske,25-54,Delež aktivne populacije,88.4
2015,Švedska,ženske,25-54,Delež celotne populacije,83.3
2015,Velika Britanija,ženske,25-54,Delež aktivne populacije,79.8
2015,Velika Britanija,ženske,25-54,Delež celotne populacije,76.6
2016,Belgija,ženske,25-54,Delež aktivne populacije,79.8
2016,Belgija,ženske,25-54,Delež celotne populacije,74.3
2016,Bolgarija,ženske,25-54,Delež aktivne populacije,78.2
2016,Bolgarija,ženske,25-54,Delež celotne populacije,73
2016,Češka,ženske,25-54,Delež aktivne populacije,82.1
2016,Češka,ženske,25-54,Delež celotne populacije,78.4
2016,Danska,ženske,25-54,Delež aktivne populacije,82.4
2016,Danska,ženske,25-54,Delež celotne populacije,77.3
2016,Nemčija,ženske,25-54,Delež aktivne populacije,82.6
2016,Nemčija,ženske,25-54,Delež celotne populacije,79.7
2016,Estonija,ženske,25-54,Delež aktivne populacije,81.8
2016,Estonija,ženske,25-54,Delež celotne populacije,77.2
2016,Irska,ženske,25-54,Delež aktivne populacije,74.9
2016,Irska,ženske,25-54,Delež celotne populacije,69.6
2016,Grčija,ženske,25-54,Delež aktivne populacije,77.7
2016,Grčija,ženske,25-54,Delež celotne populacije,55.9
2016,Španija,ženske,25-54,Delež aktivne populacije,82.3
2016,Španija,ženske,25-54,Delež celotne populacije,65.6
2016,Francija,ženske,25-54,Delež aktivne populacije,82.8
2016,Francija,ženske,25-54,Delež celotne populacije,75.4
2016,Hrvaška,ženske,25-54,Delež aktivne populacije,78.8
2016,Hrvaška,ženske,25-54,Delež celotne populacije,68.5
2016,Italija,ženske,25-54,Delež aktivne populacije,66.8
2016,Italija,ženske,25-54,Delež celotne populacije,58.5
2016,Ciper,ženske,25-54,Delež aktivne populacije,81.8
2016,Ciper,ženske,25-54,Delež celotne populacije,72
2016,Latvija,ženske,25-54,Delež aktivne populacije,85.5
2016,Latvija,ženske,25-54,Delež celotne populacije,78.1
2016,Litva,ženske,25-54,Delež aktivne populacije,88.5
2016,Litva,ženske,25-54,Delež celotne populacije,82.9
2016,Luksemburg,ženske,25-54,Delež aktivne populacije,81.1
2016,Luksemburg,ženske,25-54,Delež celotne populacije,76.4
2016,Madžarska,ženske,25-54,Delež aktivne populacije,79.8
2016,Madžarska,ženske,25-54,Delež celotne populacije,76.2
2016,Malta,ženske,25-54,Delež aktivne populacije,69.7
2016,Malta,ženske,25-54,Delež celotne populacije,66.7
2016,Nizozemska,ženske,25-54,Delež aktivne populacije,82.2
2016,Nizozemska,ženske,25-54,Delež celotne populacije,77.7
2016,Avstrija,ženske,25-54,Delež aktivne populacije,84.9
2016,Avstrija,ženske,25-54,Delež celotne populacije,80.6
2016,Poljska,ženske,25-54,Delež aktivne populacije,79
2016,Poljska,ženske,25-54,Delež celotne populacije,74.5
2016,Portugalska,ženske,25-54,Delež aktivne populacije,86.6
2016,Portugalska,ženske,25-54,Delež celotne populacije,77.6
2016,Romunija,ženske,25-54,Delež aktivne populacije,72.4
2016,Romunija,ženske,25-54,Delež celotne populacije,69.2
2016,Slovenija,ženske,25-54,Delež aktivne populacije,88.9
2016,Slovenija,ženske,25-54,Delež celotne populacije,81.2
2016,Slovaška,ženske,25-54,Delež aktivne populacije,81.5
2016,Slovaška,ženske,25-54,Delež celotne populacije,73.5
2016,Finska,ženske,25-54,Delež aktivne populacije,82.8
2016,Finska,ženske,25-54,Delež celotne populacije,76.7
2016,Švedska,ženske,25-54,Delež aktivne populacije,88.5
2016,Švedska,ženske,25-54,Delež celotne populacije,83.7
2016,Velika Britanija,ženske,25-54,Delež aktivne populacije,80.1
2016,Velika Britanija,ženske,25-54,Delež celotne populacije,77
2017,Belgija,ženske,25-54,Delež aktivne populacije,79.6
2017,Belgija,ženske,25-54,Delež celotne populacije,74.6
2017,Bolgarija,ženske,25-54,Delež aktivne populacije,80.5
2017,Bolgarija,ženske,25-54,Delež celotne populacije,75.8
2017,Češka,ženske,25-54,Delež aktivne populacije,82.1
2017,Češka,ženske,25-54,Delež celotne populacije,79.3
2017,Danska,ženske,25-54,Delež aktivne populacije,82.2
2017,Danska,ženske,25-54,Delež celotne populacije,77.7
2017,Nemčija,ženske,25-54,Delež aktivne populacije,82.5
2017,Nemčija,ženske,25-54,Delež celotne populacije,80
