LETO,DRZAVA,SPOL,RAZLOG,INDIKATOR,VREDNOST
2017,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,69.6
2017,Finska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.3
2017,Finska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,20
2017,Finska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2017,Finska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.5
2017,Finska,moški,Poskusna doba,Delež vseh zaposlenih,0.5
2017,Finska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.9
2017,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,13.5
2017,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,78.1
2017,Finska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3
2017,Finska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.4
2017,Finska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2017,Finska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.2
2017,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.6
2017,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,50.9
2017,Švedska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.6
2017,Švedska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,27.4
2017,Švedska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2017,Švedska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.3
2017,Švedska,moški,Poskusna doba,Delež vseh zaposlenih,2.3
2017,Švedska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,17.9
2017,Švedska,moški,Ni odgovora,Delež vseh zaposlenih,0.3
2017,Švedska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,2.5
2017,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.2
2017,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,58.2
2017,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.6
2017,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,29.1
2017,Švedska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.1
2017,Švedska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,0.8
2017,Švedska,ženske,Poskusna doba,Delež vseh zaposlenih,1.5
2017,Švedska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9.8
2017,Švedska,ženske,Ni odgovora,Delež vseh zaposlenih,0.3
2017,Švedska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,2
2017,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.4
2017,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,33.7
2017,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2017,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,20.9
2017,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2017,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.2
2017,Velika Britanija,moški,Poskusna doba,Delež vseh zaposlenih,0.2
2017,Velika Britanija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,4.8
2017,Velika Britanija,moški,Ni odgovora,Delež vseh zaposlenih,1.3
2017,Velika Britanija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,32.4
2017,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.5
2017,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,28.9
2017,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.2
2017,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,23.9
2017,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2017,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.7
2017,Velika Britanija,ženske,Poskusna doba,Delež vseh zaposlenih,0.1
2017,Velika Britanija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,2.3
2017,Velika Britanija,ženske,Ni odgovora,Delež vseh zaposlenih,1.8
2017,Velika Britanija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,36.1
2018,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.1
2018,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,78.6
2018,Belgija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.2
2018,Belgija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.5
2018,Belgija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.5
2018,Belgija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.8
2018,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.3
2018,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,78.8
2018,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.7
2018,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.1
2018,Belgija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2018,Belgija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.1
2018,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.9
2018,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,73.6
2018,Bolgarija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.5
2018,Bolgarija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.5
2018,Bolgarija,moški,Poskusna doba,Delež vseh zaposlenih,0.5
2018,Bolgarija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,12.6
2018,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.1
2018,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,62.5
2018,Bolgarija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.5
2018,Bolgarija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.3
2018,Bolgarija,ženske,Poskusna doba,Delež vseh zaposlenih,0.7
2018,Bolgarija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,19.2
2018,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.6
2018,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,61
2018,Češka,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2018,Češka,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,19.2
2018,Češka,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2018,Češka,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.4
2018,Češka,moški,Poskusna doba,Delež vseh zaposlenih,1
2018,Češka,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,16.3
2018,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.2
2018,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,61.7
2018,Češka,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.3
2018,Češka,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,22.6
2018,Češka,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2018,Češka,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.6
2018,Češka,ženske,Poskusna doba,Delež vseh zaposlenih,1.3
2018,Češka,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,12.9
2018,Danska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.2
2018,Danska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,29.8
2018,Danska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2
2018,Danska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,26.9
2018,Danska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.8
2018,Danska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,37.5
2018,Danska,moški,Poskusna doba,Delež vseh zaposlenih,0.4
2018,Danska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,4.8
2018,Danska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.9
2018,Danska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,38.1
2018,Danska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.4
2018,Danska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,32.9
2018,Danska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.5
2018,Danska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,24.3
2018,Danska,ženske,Poskusna doba,Delež vseh zaposlenih,0.4
2018,Danska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3.9
2018,Nemčija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.7
2018,Nemčija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.5
2018,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.3
2018,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.2
2018,Nemčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.5
2018,Nemčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,32.1
2018,Nemčija,moški,Poskusna doba,Delež vseh zaposlenih,1.8
2018,Nemčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,16.9
2018,Nemčija,moški,Ni odgovora,Delež vseh zaposlenih,3.5
2018,Nemčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,32.3
2018,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.8
2018,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.8
2018,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2018,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.6
2018,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.3
2018,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,30.9
2018,Nemčija,ženske,Poskusna doba,Delež vseh zaposlenih,1.7
2018,Nemčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,15.9
2018,Nemčija,ženske,Ni odgovora,Delež vseh zaposlenih,3.6
2018,Nemčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,32.8
2018,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.6
2018,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.5
2018,Estonija,moški,Poskusna doba,Delež vseh zaposlenih,1.6
2018,Estonija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,50.2
2018,Estonija,moški,Ni odgovora,Delež vseh zaposlenih,0.4
2018,Estonija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,14.2
2018,Estonija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.4
2018,Estonija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.4
2018,Estonija,ženske,Poskusna doba,Delež vseh zaposlenih,1.8
2018,Estonija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,61.9
2018,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.8
2018,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,34.2
2018,Irska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.2
2018,Irska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.2
2018,Irska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1
2018,Irska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,12.3
2018,Irska,moški,Poskusna doba,Delež vseh zaposlenih,0.9
2018,Irska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,10.6
2018,Irska,moški,Ni odgovora,Delež vseh zaposlenih,2.2
2018,Irska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,27.7
2018,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3
2018,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,32.7
2018,Irska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.6
2018,Irska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.1
2018,Irska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1
2018,Irska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,11.1
2018,Irska,ženske,Poskusna doba,Delež vseh zaposlenih,0.8
2018,Irska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9.1
2018,Irska,ženske,Ni odgovora,Delež vseh zaposlenih,2.6
2018,Irska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,28.9
2018,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.5
2018,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,69.1
2018,Grčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.6
2018,Grčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,5.9
2018,Grčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2018,Grčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.7
2018,Grčija,moški,Poskusna doba,Delež vseh zaposlenih,0.2
2018,Grčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,2.3
2018,Grčija,moški,Ni odgovora,Delež vseh zaposlenih,1.3
2018,Grčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,13.9
2018,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,10.2
2018,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,75.5
2018,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2018,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,7.4
2018,Grčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2018,Grčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,6.2
2018,Grčija,ženske,Poskusna doba,Delež vseh zaposlenih,0.3
2018,Grčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,2.3
2018,Grčija,ženske,Ni odgovora,Delež vseh zaposlenih,1.2
2018,Grčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,8.6
2018,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,20.1
2018,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,81.7
2018,Španija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2018,Španija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,4
2018,Španija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.2
2018,Španija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.7
2018,Španija,moški,Poskusna doba,Delež vseh zaposlenih,0.2
2018,Španija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,0.8
2018,Španija,moški,Ni odgovora,Delež vseh zaposlenih,2.2
2018,Španija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,8.8
2018,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,22.1
2018,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,81.2
2018,Španija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.2
2018,Španija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,4.4
2018,Španija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2018,Španija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.1
2018,Španija,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2018,Španija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,0.8
2018,Španija,ženske,Ni odgovora,Delež vseh zaposlenih,2.6
2018,Španija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,9.5
2018,Francija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.6
2018,Francija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,53.5
2018,Francija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.6
2018,Francija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,25.5
2018,Francija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.6
2018,Francija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,11.2
2018,Francija,moški,Poskusna doba,Delež vseh zaposlenih,0.4
2018,Francija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,2.6
2018,Francija,moški,Ni odgovora,Delež vseh zaposlenih,1
2018,Francija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,7.2
2018,Francija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,10
2018,Francija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,60.1
2018,Francija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.3
2018,Francija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,19.8
2018,Francija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.6
2018,Francija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,9.4
2018,Francija,ženske,Poskusna doba,Delež vseh zaposlenih,0.3
2018,Francija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,2.1
2018,Francija,ženske,Ni odgovora,Delež vseh zaposlenih,1.4
2018,Francija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,8.5
2018,Hrvaška,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,16.2
2018,Hrvaška,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87
2018,Hrvaška,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2018,Hrvaška,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,5.2
2018,Hrvaška,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2018,Hrvaška,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.2
2018,Hrvaška,moški,Poskusna doba,Delež vseh zaposlenih,0.8
2018,Hrvaška,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,4.4
2018,Hrvaška,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,17.6
2018,Hrvaška,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,88.2
2018,Hrvaška,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.4
2018,Hrvaška,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,6.9
2018,Hrvaška,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2018,Hrvaška,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3
2018,Hrvaška,ženske,Poskusna doba,Delež vseh zaposlenih,0.3
2018,Hrvaška,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,1.6
2018,Italija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,13
2018,Italija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,80.2
2018,Italija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.2
2018,Italija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,1.4
2018,Italija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.1
2018,Italija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,13.3
2018,Italija,moški,Poskusna doba,Delež vseh zaposlenih,0.8
2018,Italija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,4.7
2018,Italija,moški,Ni odgovora,Delež vseh zaposlenih,0.1
2018,Italija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,0.4
2018,Italija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,14.4
2018,Italija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,82.1
2018,Italija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.3
2018,Italija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,1.9
2018,Italija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.1
2018,Italija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,11.8
2018,Italija,ženske,Poskusna doba,Delež vseh zaposlenih,0.7
2018,Italija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3.7
2018,Italija,ženske,Ni odgovora,Delež vseh zaposlenih,0.1
2018,Italija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,0.4
2018,Ciper,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.8
2018,Ciper,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,93.6
2018,Ciper,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2018,Ciper,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.4
2018,Ciper,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,15.8
2018,Ciper,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,93.2
2018,Ciper,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.5
2018,Ciper,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.2
2018,Ciper,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2018,Ciper,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.4
2018,Latvija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2
2018,Latvija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,60.2
2018,Latvija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2018,Latvija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,25.1
2018,Latvija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.4
2018,Latvija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,68.5
2018,Litva,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1
2018,Litva,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,63.5
2018,Litva,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2018,Litva,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,19.1
2018,Litva,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.6
2018,Litva,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,47.4
2018,Litva,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.2
2018,Litva,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.3
2018,Litva,ženske,Poskusna doba,Delež vseh zaposlenih,0.3
2018,Litva,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,24.2
2018,Luksemburg,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5
2018,Luksemburg,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,55
2018,Luksemburg,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2018,Luksemburg,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,10.7
2018,Luksemburg,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2018,Luksemburg,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.5
2018,Luksemburg,moški,Poskusna doba,Delež vseh zaposlenih,1.6
2018,Luksemburg,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,18
2018,Luksemburg,moški,Ni odgovora,Delež vseh zaposlenih,1.1
2018,Luksemburg,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,11.9
2018,Luksemburg,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.8
2018,Luksemburg,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,57.9
2018,Luksemburg,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2018,Luksemburg,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,8.4
2018,Luksemburg,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2018,Luksemburg,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.7
2018,Luksemburg,ženske,Poskusna doba,Delež vseh zaposlenih,1.4
2018,Luksemburg,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,14.3
2018,Luksemburg,ženske,Ni odgovora,Delež vseh zaposlenih,1.4
2018,Luksemburg,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,13.7
2018,Madžarska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.9
2018,Madžarska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,74.9
2018,Madžarska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.7
2018,Madžarska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,10.4
2018,Madžarska,moški,Poskusna doba,Delež vseh zaposlenih,0.8
2018,Madžarska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,13.1
2018,Madžarska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.7
