"SEX,""AGE"",""GEO"",""TIME"",""ISCED11"",""UNIT"",""Value"""
"Females,""From 15 to 64 years"",""Slovakia"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""69.3"""
"Females,""From 15 to 64 years"",""Slovakia"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Slovakia"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""16.5"""
"Females,""From 15 to 64 years"",""Slovakia"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""59.1"""
"Females,""From 15 to 64 years"",""Slovakia"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""69.5"""
"Females,""From 15 to 64 years"",""Slovakia"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Slovakia"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""17.3"""
"Females,""From 15 to 64 years"",""Slovakia"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""60.5"""
"Females,""From 15 to 64 years"",""Slovakia"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""70.9"""
"Females,""From 15 to 64 years"",""Slovakia"",""2015"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Slovakia"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""18.0"""
"Females,""From 15 to 64 years"",""Slovakia"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""62.8"""
"Females,""From 15 to 64 years"",""Slovakia"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""72.8"""
"Females,""From 15 to 64 years"",""Slovakia"",""2016"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Slovakia"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""19.9"""
"Females,""From 15 to 64 years"",""Slovakia"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""65.6"""
"Females,""From 15 to 64 years"",""Slovakia"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""73.5"""
"Females,""From 15 to 64 years"",""Slovakia"",""2017"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Slovakia"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""17.9"""
"Females,""From 15 to 64 years"",""Slovakia"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""66.8"""
"Females,""From 15 to 64 years"",""Slovakia"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""74.0"""
"Females,""From 15 to 64 years"",""Slovakia"",""2018"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Slovakia"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""17.4"""
"Females,""From 15 to 64 years"",""Slovakia"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.0"""
"Females,""From 15 to 64 years"",""Slovakia"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""75.3"""
"Females,""From 15 to 64 years"",""Slovakia"",""2019"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""36.6"""
"Females,""From 15 to 64 years"",""Finland"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""69.3"""
"Females,""From 15 to 64 years"",""Finland"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""82.2"""
"Females,""From 15 to 64 years"",""Finland"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""37.5"""
"Females,""From 15 to 64 years"",""Finland"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""69.6"""
"Females,""From 15 to 64 years"",""Finland"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""82.3"""
"Females,""From 15 to 64 years"",""Finland"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""36.3"""
"Females,""From 15 to 64 years"",""Finland"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.6"""
"Females,""From 15 to 64 years"",""Finland"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""82.0"""
"Females,""From 15 to 64 years"",""Finland"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""34.9"""
"Females,""From 15 to 64 years"",""Finland"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.6"""
"Females,""From 15 to 64 years"",""Finland"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""81.8"""
"Females,""From 15 to 64 years"",""Finland"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""33.1"""
"Females,""From 15 to 64 years"",""Finland"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""67.8"""
"Females,""From 15 to 64 years"",""Finland"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""81.8"""
"Females,""From 15 to 64 years"",""Finland"",""2015"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""32.4"""
"Females,""From 15 to 64 years"",""Finland"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""67.8"""
"Females,""From 15 to 64 years"",""Finland"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""81.2"""
"Females,""From 15 to 64 years"",""Finland"",""2016"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""32.3"""
"Females,""From 15 to 64 years"",""Finland"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""67.9"""
"Females,""From 15 to 64 years"",""Finland"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""82.4"""
"Females,""From 15 to 64 years"",""Finland"",""2017"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""33.4"""
"Females,""From 15 to 64 years"",""Finland"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""69.6"""
"Females,""From 15 to 64 years"",""Finland"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""84.4"""
"Females,""From 15 to 64 years"",""Finland"",""2018"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Finland"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""33.3"""
"Females,""From 15 to 64 years"",""Finland"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""71.4"""
"Females,""From 15 to 64 years"",""Finland"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""85.0"""
"Females,""From 15 to 64 years"",""Finland"",""2019"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Sweden"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""42.8"""
"Females,""From 15 to 64 years"",""Sweden"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.0"""
"Females,""From 15 to 64 years"",""Sweden"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""86.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2011"",""No response"",""Percentage"",""16.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""42.5"""
"Females,""From 15 to 64 years"",""Sweden"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.3"""
"Females,""From 15 to 64 years"",""Sweden"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""86.4"""
"Females,""From 15 to 64 years"",""Sweden"",""2012"",""No response"",""Percentage"",""13.6"""
"Females,""From 15 to 64 years"",""Sweden"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.1"""
"Females,""From 15 to 64 years"",""Sweden"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""77.1"""
"Females,""From 15 to 64 years"",""Sweden"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""86.6"""
"Females,""From 15 to 64 years"",""Sweden"",""2013"",""No response"",""Percentage"",""14.5"""
"Females,""From 15 to 64 years"",""Sweden"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.3"""
"Females,""From 15 to 64 years"",""Sweden"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""77.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""86.6"""
"Females,""From 15 to 64 years"",""Sweden"",""2014"",""No response"",""Percentage"",""20.0"""
"Females,""From 15 to 64 years"",""Sweden"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.1"""
"Females,""From 15 to 64 years"",""Sweden"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""78.1"""
"Females,""From 15 to 64 years"",""Sweden"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""87.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2015"",""No response"",""Percentage"",""26.6"""
"Females,""From 15 to 64 years"",""Sweden"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.7"""
"Females,""From 15 to 64 years"",""Sweden"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""78.9"""
"Females,""From 15 to 64 years"",""Sweden"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""87.5"""
"Females,""From 15 to 64 years"",""Sweden"",""2016"",""No response"",""Percentage"",""26.7"""
"Females,""From 15 to 64 years"",""Sweden"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""42.5"""
"Females,""From 15 to 64 years"",""Sweden"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""79.8"""
"Females,""From 15 to 64 years"",""Sweden"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""87.5"""
"Females,""From 15 to 64 years"",""Sweden"",""2017"",""No response"",""Percentage"",""48.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.9"""
"Females,""From 15 to 64 years"",""Sweden"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""79.7"""
"Females,""From 15 to 64 years"",""Sweden"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""88.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2018"",""No response"",""Percentage"",""42.7"""
"Females,""From 15 to 64 years"",""Sweden"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""39.4"""
"Females,""From 15 to 64 years"",""Sweden"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""79.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""88.2"""
"Females,""From 15 to 64 years"",""Sweden"",""2019"",""No response"",""Percentage"",""32.8"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""45.0"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""67.2"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""79.1"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2011"",""No response"",""Percentage"",""22.6"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""45.4"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""66.6"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""79.3"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2012"",""No response"",""Percentage"",""22.4"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""45.1"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""66.7"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""80.6"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2013"",""No response"",""Percentage"",""24.7"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.2"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""67.6"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""81.0"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2014"",""No response"",""Percentage"",""26.0"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.9"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.2"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""81.4"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2015"",""No response"",""Percentage"",""26.4"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""50.3"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.6"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""81.4"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2016"",""No response"",""Percentage"",""5.8"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""51.8"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""69.5"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""81.6"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2017"",""No response"",""Percentage"",""5.4"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""53.2"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.9"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""82.4"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2018"",""No response"",""Percentage"",""5.7"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""52.6"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""69.9"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""83.3"""
"Females,""From 15 to 64 years"",""United Kingdom"",""2019"",""No response"",""Percentage"",""4.7"""
"Females,""From 25 to 54 years"",""Belgium"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.0"""
"Females,""From 25 to 54 years"",""Belgium"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.4"""
"Females,""From 25 to 54 years"",""Belgium"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""87.9"""
"Females,""From 25 to 54 years"",""Belgium"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""46.6"""
"Females,""From 25 to 54 years"",""Belgium"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.0"""
"Females,""From 25 to 54 years"",""Belgium"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""88.0"""
"Females,""From 25 to 54 years"",""Belgium"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.5"""
"Females,""From 25 to 54 years"",""Belgium"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.1"""
"Females,""From 25 to 54 years"",""Belgium"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""86.9"""
"Females,""From 25 to 54 years"",""Belgium"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.3"""
"Females,""From 25 to 54 years"",""Belgium"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.9"""
"Females,""From 25 to 54 years"",""Belgium"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""87.5"""
"Females,""From 25 to 54 years"",""Belgium"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""46.6"""
"Females,""From 25 to 54 years"",""Belgium"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""73.1"""
"Females,""From 25 to 54 years"",""Belgium"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""87.5"""
"Females,""From 25 to 54 years"",""Belgium"",""2015"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""45.6"""
"Females,""From 25 to 54 years"",""Belgium"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""72.8"""
"Females,""From 25 to 54 years"",""Belgium"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""87.7"""
"Females,""From 25 to 54 years"",""Belgium"",""2016"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""44.2"""
"Females,""From 25 to 54 years"",""Belgium"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""72.6"""
"Females,""From 25 to 54 years"",""Belgium"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""87.4"""
"Females,""From 25 to 54 years"",""Belgium"",""2017"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""44.4"""
"Females,""From 25 to 54 years"",""Belgium"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""73.9"""
"Females,""From 25 to 54 years"",""Belgium"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""88.5"""
"Females,""From 25 to 54 years"",""Belgium"",""2018"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Belgium"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""44.4"""
"Females,""From 25 to 54 years"",""Belgium"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.8"""
"Females,""From 25 to 54 years"",""Belgium"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""88.1"""
"Females,""From 25 to 54 years"",""Belgium"",""2019"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""37.8"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.6"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""86.6"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""36.7"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.4"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""86.8"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""37.9"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""73.7"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""84.4"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""39.0"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.9"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""84.9"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""37.8"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""75.8"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""87.2"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2015"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""35.8"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""75.4"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""86.9"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2016"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""39.1"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""78.6"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""88.2"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2017"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""40.3"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""79.7"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""88.2"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2018"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""44.6"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""81.3"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""89.9"""
"Females,""From 25 to 54 years"",""Bulgaria"",""2019"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Czechia"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""52.1"""
"Females,""From 25 to 54 years"",""Czechia"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.2"""
"Females,""From 25 to 54 years"",""Czechia"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""75.7"""
"Females,""From 25 to 54 years"",""Czechia"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Czechia"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.0"""
"Females,""From 25 to 54 years"",""Czechia"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.6"""
"Females,""From 25 to 54 years"",""Czechia"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""76.9"""
"Females,""From 25 to 54 years"",""Czechia"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Czechia"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.9"""
"Females,""From 25 to 54 years"",""Czechia"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.9"""
"Females,""From 25 to 54 years"",""Czechia"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""78.4"""
"Females,""From 25 to 54 years"",""Czechia"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Czechia"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""49.0"""
"Females,""From 25 to 54 years"",""Czechia"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""77.2"""
"Females,""From 25 to 54 years"",""Czechia"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""77.8"""
"Females,""From 25 to 54 years"",""Czechia"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 25 to 54 years"",""Czechia"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""45.9"""
"Females,""From 25 to 54 years"",""Czechia"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""78.8"""
