"AGE,""SEX"",""TIME"",""GEO"",""UNIT"",""INDIC_EM"",""Value"""
"From 55 to 64 years,""Females"",""2006"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""35.8"""
"From 55 to 64 years,""Females"",""2006"",""Croatia"",""Percentage of total population"",""Active population"",""26.3"""
"From 55 to 64 years,""Females"",""2006"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""25.1"""
"From 55 to 64 years,""Females"",""2006"",""Italy"",""Percentage of total population"",""Active population"",""22.5"""
"From 55 to 64 years,""Females"",""2006"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""21.8"""
"From 55 to 64 years,""Females"",""2006"",""Cyprus"",""Percentage of total population"",""Active population"",""37.8"""
"From 55 to 64 years,""Females"",""2006"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""36.6"""
"From 55 to 64 years,""Females"",""2006"",""Latvia"",""Percentage of total population"",""Active population"",""52.1"""
"From 55 to 64 years,""Females"",""2006"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.2"""
"From 55 to 64 years,""Females"",""2006"",""Lithuania"",""Percentage of total population"",""Active population"",""47.6"""
"From 55 to 64 years,""Females"",""2006"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""45.2"""
"From 55 to 64 years,""Females"",""2006"",""Luxembourg"",""Percentage of total population"",""Active population"",""28.5"""
"From 55 to 64 years,""Females"",""2006"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.8"""
"From 55 to 64 years,""Females"",""2006"",""Hungary"",""Percentage of total population"",""Active population"",""27.7"""
"From 55 to 64 years,""Females"",""2006"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.6"""
"From 55 to 64 years,""Females"",""2006"",""Malta"",""Percentage of total population"",""Active population"",""11.6"""
"From 55 to 64 years,""Females"",""2006"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""11.2"""
"From 55 to 64 years,""Females"",""2006"",""Netherlands"",""Percentage of total population"",""Active population"",""35.4"""
"From 55 to 64 years,""Females"",""2006"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.7"""
"From 55 to 64 years,""Females"",""2006"",""Austria"",""Percentage of total population"",""Active population"",""25.2"""
"From 55 to 64 years,""Females"",""2006"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.5"""
"From 55 to 64 years,""Females"",""2006"",""Poland"",""Percentage of total population"",""Active population"",""20.3"""
"From 55 to 64 years,""Females"",""2006"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""19.0"""
"From 55 to 64 years,""Females"",""2006"",""Portugal"",""Percentage of total population"",""Active population"",""45.2"""
"From 55 to 64 years,""Females"",""2006"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""42.8"""
"From 55 to 64 years,""Females"",""2006"",""Romania"",""Percentage of total population"",""Active population"",""34.8"""
"From 55 to 64 years,""Females"",""2006"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""34.5"""
"From 55 to 64 years,""Females"",""2006"",""Slovenia"",""Percentage of total population"",""Active population"",""21.4"""
"From 55 to 64 years,""Females"",""2006"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""21.0"""
"From 55 to 64 years,""Females"",""2006"",""Slovakia"",""Percentage of total population"",""Active population"",""20.9"""
"From 55 to 64 years,""Females"",""2006"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""18.9"""
"From 55 to 64 years,""Females"",""2006"",""Finland"",""Percentage of total population"",""Active population"",""58.2"""
"From 55 to 64 years,""Females"",""2006"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""54.3"""
"From 55 to 64 years,""Females"",""2006"",""Sweden"",""Percentage of total population"",""Active population"",""69.6"""
"From 55 to 64 years,""Females"",""2006"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""66.9"""
"From 55 to 64 years,""Females"",""2006"",""United Kingdom"",""Percentage of total population"",""Active population"",""50.1"""
"From 55 to 64 years,""Females"",""2006"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.0"""
"From 55 to 64 years,""Females"",""2007"",""Belgium"",""Percentage of total population"",""Active population"",""27.5"""
"From 55 to 64 years,""Females"",""2007"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.0"""
"From 55 to 64 years,""Females"",""2007"",""Bulgaria"",""Percentage of total population"",""Active population"",""37.2"""
"From 55 to 64 years,""Females"",""2007"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""34.5"""
"From 55 to 64 years,""Females"",""2007"",""Czechia"",""Percentage of total population"",""Active population"",""35.2"""
"From 55 to 64 years,""Females"",""2007"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.5"""
"From 55 to 64 years,""Females"",""2007"",""Denmark"",""Percentage of total population"",""Active population"",""55.1"""
"From 55 to 64 years,""Females"",""2007"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""52.9"""
"From 55 to 64 years,""Females"",""2007"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""48.9"""
"From 55 to 64 years,""Females"",""2007"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""43.4"""
"From 55 to 64 years,""Females"",""2007"",""Estonia"",""Percentage of total population"",""Active population"",""61.2"""
"From 55 to 64 years,""Females"",""2007"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""60.7"""
"From 55 to 64 years,""Females"",""2007"",""Ireland"",""Percentage of total population"",""Active population"",""40.9"""
"From 55 to 64 years,""Females"",""2007"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""39.9"""
"From 55 to 64 years,""Females"",""2007"",""Greece"",""Percentage of total population"",""Active population"",""28.2"""
"From 55 to 64 years,""Females"",""2007"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.0"""
"From 55 to 64 years,""Females"",""2007"",""Spain"",""Percentage of total population"",""Active population"",""32.7"""
"From 55 to 64 years,""Females"",""2007"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""30.2"""
"From 55 to 64 years,""Females"",""2007"",""France"",""Percentage of total population"",""Active population"",""37.6"""
"From 55 to 64 years,""Females"",""2007"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""36.0"""
"From 55 to 64 years,""Females"",""2007"",""Croatia"",""Percentage of total population"",""Active population"",""26.1"""
"From 55 to 64 years,""Females"",""2007"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""25.0"""
"From 55 to 64 years,""Females"",""2007"",""Italy"",""Percentage of total population"",""Active population"",""23.4"""
"From 55 to 64 years,""Females"",""2007"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""23.0"""
"From 55 to 64 years,""Females"",""2007"",""Cyprus"",""Percentage of total population"",""Active population"",""41.6"""
"From 55 to 64 years,""Females"",""2007"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""40.3"""
"From 55 to 64 years,""Females"",""2007"",""Latvia"",""Percentage of total population"",""Active population"",""55.7"""
"From 55 to 64 years,""Females"",""2007"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""53.4"""
"From 55 to 64 years,""Females"",""2007"",""Lithuania"",""Percentage of total population"",""Active population"",""49.2"""
"From 55 to 64 years,""Females"",""2007"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.5"""
"From 55 to 64 years,""Females"",""2007"",""Luxembourg"",""Percentage of total population"",""Active population"",""29.1"""
"From 55 to 64 years,""Females"",""2007"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.6"""
"From 55 to 64 years,""Females"",""2007"",""Hungary"",""Percentage of total population"",""Active population"",""26.9"""
"From 55 to 64 years,""Females"",""2007"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""25.8"""
"From 55 to 64 years,""Females"",""2007"",""Malta"",""Percentage of total population"",""Active population"",""12.8"""
"From 55 to 64 years,""Females"",""2007"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""12.1"""
"From 55 to 64 years,""Females"",""2007"",""Netherlands"",""Percentage of total population"",""Active population"",""38.5"""
"From 55 to 64 years,""Females"",""2007"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""36.8"""
"From 55 to 64 years,""Females"",""2007"",""Austria"",""Percentage of total population"",""Active population"",""27.5"""
"From 55 to 64 years,""Females"",""2007"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.5"""
"From 55 to 64 years,""Females"",""2007"",""Poland"",""Percentage of total population"",""Active population"",""20.6"""
"From 55 to 64 years,""Females"",""2007"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""19.4"""
"From 55 to 64 years,""Females"",""2007"",""Portugal"",""Percentage of total population"",""Active population"",""47.0"""
"From 55 to 64 years,""Females"",""2007"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""44.3"""
"From 55 to 64 years,""Females"",""2007"",""Romania"",""Percentage of total population"",""Active population"",""33.9"""
"From 55 to 64 years,""Females"",""2007"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.6"""
"From 55 to 64 years,""Females"",""2007"",""Slovenia"",""Percentage of total population"",""Active population"",""23.1"""
"From 55 to 64 years,""Females"",""2007"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""22.2"""
"From 55 to 64 years,""Females"",""2007"",""Slovakia"",""Percentage of total population"",""Active population"",""23.3"""
"From 55 to 64 years,""Females"",""2007"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""21.2"""
"From 55 to 64 years,""Females"",""2007"",""Finland"",""Percentage of total population"",""Active population"",""58.4"""
"From 55 to 64 years,""Females"",""2007"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.0"""
"From 55 to 64 years,""Females"",""2007"",""Sweden"",""Percentage of total population"",""Active population"",""69.4"""
"From 55 to 64 years,""Females"",""2007"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""67.0"""
"From 55 to 64 years,""Females"",""2007"",""United Kingdom"",""Percentage of total population"",""Active population"",""49.9"""
"From 55 to 64 years,""Females"",""2007"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""48.8"""
"From 55 to 64 years,""Females"",""2008"",""Belgium"",""Percentage of total population"",""Active population"",""27.9"""
"From 55 to 64 years,""Females"",""2008"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.3"""
"From 55 to 64 years,""Females"",""2008"",""Bulgaria"",""Percentage of total population"",""Active population"",""40.2"""
"From 55 to 64 years,""Females"",""2008"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""37.7"""
"From 55 to 64 years,""Females"",""2008"",""Czechia"",""Percentage of total population"",""Active population"",""36.1"""
"From 55 to 64 years,""Females"",""2008"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""34.4"""
"From 55 to 64 years,""Females"",""2008"",""Denmark"",""Percentage of total population"",""Active population"",""50.6"""
"From 55 to 64 years,""Females"",""2008"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.2"""
"From 55 to 64 years,""Females"",""2008"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""50.5"""
"From 55 to 64 years,""Females"",""2008"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""46.0"""
"From 55 to 64 years,""Females"",""2008"",""Estonia"",""Percentage of total population"",""Active population"",""62.4"""
"From 55 to 64 years,""Females"",""2008"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""60.5"""
"From 55 to 64 years,""Females"",""2008"",""Ireland"",""Percentage of total population"",""Active population"",""42.5"""
"From 55 to 64 years,""Females"",""2008"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""41.2"""
"From 55 to 64 years,""Females"",""2008"",""Greece"",""Percentage of total population"",""Active population"",""28.7"""
"From 55 to 64 years,""Females"",""2008"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.5"""
"From 55 to 64 years,""Females"",""2008"",""Spain"",""Percentage of total population"",""Active population"",""34.2"""
"From 55 to 64 years,""Females"",""2008"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""31.2"""
"From 55 to 64 years,""Females"",""2008"",""France"",""Percentage of total population"",""Active population"",""37.3"""
"From 55 to 64 years,""Females"",""2008"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""35.9"""
"From 55 to 64 years,""Females"",""2008"",""Croatia"",""Percentage of total population"",""Active population"",""27.6"""
"From 55 to 64 years,""Females"",""2008"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.4"""
"From 55 to 64 years,""Females"",""2008"",""Italy"",""Percentage of total population"",""Active population"",""24.6"""
"From 55 to 64 years,""Females"",""2008"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""23.9"""
"From 55 to 64 years,""Females"",""2008"",""Cyprus"",""Percentage of total population"",""Active population"",""41.0"""
"From 55 to 64 years,""Females"",""2008"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""39.4"""
"From 55 to 64 years,""Females"",""2008"",""Latvia"",""Percentage of total population"",""Active population"",""59.2"""
"From 55 to 64 years,""Females"",""2008"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""56.3"""
"From 55 to 64 years,""Females"",""2008"",""Lithuania"",""Percentage of total population"",""Active population"",""49.7"""
"From 55 to 64 years,""Females"",""2008"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.4"""
"From 55 to 64 years,""Females"",""2008"",""Luxembourg"",""Percentage of total population"",""Active population"",""30.3"""
"From 55 to 64 years,""Females"",""2008"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.3"""
"From 55 to 64 years,""Females"",""2008"",""Hungary"",""Percentage of total population"",""Active population"",""26.6"""
"From 55 to 64 years,""Females"",""2008"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""25.3"""
"From 55 to 64 years,""Females"",""2008"",""Malta"",""Percentage of total population"",""Active population"",""13.6"""
"From 55 to 64 years,""Females"",""2008"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""12.7"""
"From 55 to 64 years,""Females"",""2008"",""Netherlands"",""Percentage of total population"",""Active population"",""40.1"""
"From 55 to 64 years,""Females"",""2008"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""38.3"""
"From 55 to 64 years,""Females"",""2008"",""Austria"",""Percentage of total population"",""Active population"",""30.1"""
"From 55 to 64 years,""Females"",""2008"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.3"""
"From 55 to 64 years,""Females"",""2008"",""Poland"",""Percentage of total population"",""Active population"",""21.6"""
"From 55 to 64 years,""Females"",""2008"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""20.7"""
"From 55 to 64 years,""Females"",""2008"",""Portugal"",""Percentage of total population"",""Active population"",""46.7"""
"From 55 to 64 years,""Females"",""2008"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""44.0"""
"From 55 to 64 years,""Females"",""2008"",""Romania"",""Percentage of total population"",""Active population"",""34.7"""
"From 55 to 64 years,""Females"",""2008"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""34.4"""
"From 55 to 64 years,""Females"",""2008"",""Slovenia"",""Percentage of total population"",""Active population"",""22.2"""
"From 55 to 64 years,""Females"",""2008"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""21.1"""
"From 55 to 64 years,""Females"",""2008"",""Slovakia"",""Percentage of total population"",""Active population"",""26.4"""
"From 55 to 64 years,""Females"",""2008"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.2"""
"From 55 to 64 years,""Females"",""2008"",""Finland"",""Percentage of total population"",""Active population"",""58.8"""
"From 55 to 64 years,""Females"",""2008"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.8"""
"From 55 to 64 years,""Females"",""2008"",""Sweden"",""Percentage of total population"",""Active population"",""69.0"""
"From 55 to 64 years,""Females"",""2008"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""66.7"""
"From 55 to 64 years,""Females"",""2008"",""United Kingdom"",""Percentage of total population"",""Active population"",""50.2"""
"From 55 to 64 years,""Females"",""2008"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.0"""
"From 55 to 64 years,""Females"",""2009"",""Belgium"",""Percentage of total population"",""Active population"",""29.3"""
"From 55 to 64 years,""Females"",""2009"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.7"""
"From 55 to 64 years,""Females"",""2009"",""Bulgaria"",""Percentage of total population"",""Active population"",""42.1"""
"From 55 to 64 years,""Females"",""2009"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""39.2"""
"From 55 to 64 years,""Females"",""2009"",""Czechia"",""Percentage of total population"",""Active population"",""37.2"""
"From 55 to 64 years,""Females"",""2009"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""35.0"""
"From 55 to 64 years,""Females"",""2009"",""Denmark"",""Percentage of total population"",""Active population"",""50.1"""
"From 55 to 64 years,""Females"",""2009"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""48.3"""
"From 55 to 64 years,""Females"",""2009"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""52.9"""
"From 55 to 64 years,""Females"",""2009"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""48.6"""
"From 55 to 64 years,""Females"",""2009"",""Estonia"",""Percentage of total population"",""Active population"",""66.0"""
"From 55 to 64 years,""Females"",""2009"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.1"""
"From 55 to 64 years,""Females"",""2009"",""Ireland"",""Percentage of total population"",""Active population"",""43.8"""
"From 55 to 64 years,""Females"",""2009"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""41.5"""
"From 55 to 64 years,""Females"",""2009"",""Greece"",""Percentage of total population"",""Active population"",""29.5"""
"From 55 to 64 years,""Females"",""2009"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.8"""
"From 55 to 64 years,""Females"",""2009"",""Spain"",""Percentage of total population"",""Active population"",""37.1"""
"From 55 to 64 years,""Females"",""2009"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.1"""
"From 55 to 64 years,""Females"",""2009"",""France"",""Percentage of total population"",""Active population"",""38.5"""
"From 55 to 64 years,""Females"",""2009"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""36.5"""
"From 55 to 64 years,""Females"",""2009"",""Croatia"",""Percentage of total population"",""Active population"",""31.8"""
"From 55 to 64 years,""Females"",""2009"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""30.0"""
"From 55 to 64 years,""Females"",""2009"",""Italy"",""Percentage of total population"",""Active population"",""26.0"""
"From 55 to 64 years,""Females"",""2009"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""25.3"""
"From 55 to 64 years,""Females"",""2009"",""Cyprus"",""Percentage of total population"",""Active population"",""42.3"""
"From 55 to 64 years,""Females"",""2009"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""40.6"""
"From 55 to 64 years,""Females"",""2009"",""Latvia"",""Percentage of total population"",""Active population"",""59.5"""
"From 55 to 64 years,""Females"",""2009"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""53.0"""
"From 55 to 64 years,""Females"",""2009"",""Lithuania"",""Percentage of total population"",""Active population"",""52.4"""
"From 55 to 64 years,""Females"",""2009"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.8"""
"From 55 to 64 years,""Females"",""2009"",""Luxembourg"",""Percentage of total population"",""Active population"",""30.6"""
"From 55 to 64 years,""Females"",""2009"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.4"""
"From 55 to 64 years,""Females"",""2009"",""Hungary"",""Percentage of total population"",""Active population"",""28.1"""
"From 55 to 64 years,""Females"",""2009"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.3"""
"From 55 to 64 years,""Females"",""2009"",""Malta"",""Percentage of total population"",""Active population"",""13.2"""
"From 55 to 64 years,""Females"",""2009"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""12.2"""
"From 55 to 64 years,""Females"",""2009"",""Netherlands"",""Percentage of total population"",""Active population"",""42.7"""
"From 55 to 64 years,""Females"",""2009"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""41.0"""
"From 55 to 64 years,""Females"",""2009"",""Austria"",""Percentage of total population"",""Active population"",""31.1"""
"From 55 to 64 years,""Females"",""2009"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""30.3"""
"From 55 to 64 years,""Females"",""2009"",""Poland"",""Percentage of total population"",""Active population"",""23.2"""
"From 55 to 64 years,""Females"",""2009"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""21.9"""
"From 55 to 64 years,""Females"",""2009"",""Portugal"",""Percentage of total population"",""Active population"",""46.0"""
"From 55 to 64 years,""Females"",""2009"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""42.8"""
"From 55 to 64 years,""Females"",""2009"",""Romania"",""Percentage of total population"",""Active population"",""34.7"""
"From 55 to 64 years,""Females"",""2009"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""34.1"""
"From 55 to 64 years,""Females"",""2009"",""Slovenia"",""Percentage of total population"",""Active population"",""25.6"""
"From 55 to 64 years,""Females"",""2009"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.8"""
"From 55 to 64 years,""Females"",""2009"",""Slovakia"",""Percentage of total population"",""Active population"",""29.0"""
"From 55 to 64 years,""Females"",""2009"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.1"""
"From 55 to 64 years,""Females"",""2009"",""Finland"",""Percentage of total population"",""Active population"",""59.5"""
"From 55 to 64 years,""Females"",""2009"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""56.3"""
"From 55 to 64 years,""Females"",""2009"",""Sweden"",""Percentage of total population"",""Active population"",""69.9"""
"From 55 to 64 years,""Females"",""2009"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""66.7"""
"From 55 to 64 years,""Females"",""2009"",""United Kingdom"",""Percentage of total population"",""Active population"",""50.6"""
"From 55 to 64 years,""Females"",""2009"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.2"""
"From 55 to 64 years,""Females"",""2010"",""Belgium"",""Percentage of total population"",""Active population"",""30.9"""
"From 55 to 64 years,""Females"",""2010"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.2"""
"From 55 to 64 years,""Females"",""2010"",""Bulgaria"",""Percentage of total population"",""Active population"",""42.9"""
"From 55 to 64 years,""Females"",""2010"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""39.2"""
"From 55 to 64 years,""Females"",""2010"",""Czechia"",""Percentage of total population"",""Active population"",""38.0"""
"From 55 to 64 years,""Females"",""2010"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""35.5"""
"From 55 to 64 years,""Females"",""2010"",""Denmark"",""Percentage of total population"",""Active population"",""52.8"""
"From 55 to 64 years,""Females"",""2010"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""50.5"""
"From 55 to 64 years,""Females"",""2010"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""54.6"""
"From 55 to 64 years,""Females"",""2010"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""50.7"""
"From 55 to 64 years,""Females"",""2010"",""Estonia"",""Percentage of total population"",""Active population"",""64.3"""
"From 55 to 64 years,""Females"",""2010"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.3"""
"From 55 to 64 years,""Females"",""2010"",""Ireland"",""Percentage of total population"",""Active population"",""45.7"""
"From 55 to 64 years,""Females"",""2010"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""42.6"""
"From 55 to 64 years,""Females"",""2010"",""Greece"",""Percentage of total population"",""Active population"",""31.1"""
"From 55 to 64 years,""Females"",""2010"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.1"""
"From 55 to 64 years,""Females"",""2010"",""Spain"",""Percentage of total population"",""Active population"",""38.4"""
"From 55 to 64 years,""Females"",""2010"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.1"""
"From 55 to 64 years,""Females"",""2010"",""France"",""Percentage of total population"",""Active population"",""39.5"""
"From 55 to 64 years,""Females"",""2010"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""37.3"""
"From 55 to 64 years,""Females"",""2010"",""Croatia"",""Percentage of total population"",""Active population"",""30.2"""
"From 55 to 64 years,""Females"",""2010"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.5"""
"From 55 to 64 years,""Females"",""2010"",""Italy"",""Percentage of total population"",""Active population"",""26.9"""
"From 55 to 64 years,""Females"",""2010"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.1"""
"From 55 to 64 years,""Females"",""2010"",""Cyprus"",""Percentage of total population"",""Active population"",""44.3"""
"From 55 to 64 years,""Females"",""2010"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""42.5"""
"From 55 to 64 years,""Females"",""2010"",""Latvia"",""Percentage of total population"",""Active population"",""55.7"""
"From 55 to 64 years,""Females"",""2010"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""48.4"""
"From 55 to 64 years,""Females"",""2010"",""Lithuania"",""Percentage of total population"",""Active population"",""51.7"""
"From 55 to 64 years,""Females"",""2010"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""45.5"""
"From 55 to 64 years,""Females"",""2010"",""Luxembourg"",""Percentage of total population"",""Active population"",""32.0"""
"From 55 to 64 years,""Females"",""2010"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""31.3"""
"From 55 to 64 years,""Females"",""2010"",""Hungary"",""Percentage of total population"",""Active population"",""31.7"""
"From 55 to 64 years,""Females"",""2010"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.4"""
"From 55 to 64 years,""Females"",""2010"",""Malta"",""Percentage of total population"",""Active population"",""14.6"""
"From 55 to 64 years,""Females"",""2010"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""14.1"""
"From 55 to 64 years,""Females"",""2010"",""Netherlands"",""Percentage of total population"",""Active population"",""44.4"""
