"UNIT,""TIME"",""REASON"",""GEO"",""SEX"",""AGE"",""Value"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Austria"",""Males"",""From 15 to 74 years"",""7.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Austria"",""Females"",""From 15 to 74 years"",""10.0"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Poland"",""Males"",""From 15 to 74 years"",""65.3"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Poland"",""Females"",""From 15 to 74 years"",""63.1"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Portugal"",""Males"",""From 15 to 74 years"",""86.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Portugal"",""Females"",""From 15 to 74 years"",""87.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Romania"",""Males"",""From 15 to 74 years"",""85.0"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Romania"",""Females"",""From 15 to 74 years"",""80.8"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Slovenia"",""Males"",""From 15 to 74 years"",""50.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Slovenia"",""Females"",""From 15 to 74 years"",""51.3"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Slovakia"",""Males"",""From 15 to 74 years"",""85.9"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Slovakia"",""Females"",""From 15 to 74 years"",""80.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Finland"",""Males"",""From 15 to 74 years"",""61.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Finland"",""Females"",""From 15 to 74 years"",""68.9"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Sweden"",""Males"",""From 15 to 74 years"",""50.5"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""Sweden"",""Females"",""From 15 to 74 years"",""56.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""United Kingdom"",""Males"",""From 15 to 74 years"",""43.4"""
"Percentage of employees with a temporary job,""2012"",""Could not find permanent job"",""United Kingdom"",""Females"",""From 15 to 74 years"",""35.2"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Belgium"",""Males"",""From 15 to 74 years"",""16.5"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Belgium"",""Females"",""From 15 to 74 years"",""18.9"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Bulgaria"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Bulgaria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Czechia"",""Males"",""From 15 to 74 years"",""20.6"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Czechia"",""Females"",""From 15 to 74 years"",""22.4"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Denmark"",""Males"",""From 15 to 74 years"",""11.9"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Denmark"",""Females"",""From 15 to 74 years"",""13.3"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""2.2"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""2.5"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Estonia"",""Males"",""From 15 to 74 years"",""10.5"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Estonia"",""Females"",""From 15 to 74 years"",""18.2"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Ireland"",""Males"",""From 15 to 74 years"",""14.4"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Ireland"",""Females"",""From 15 to 74 years"",""15.5"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Greece"",""Males"",""From 15 to 74 years"",""2.2"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Greece"",""Females"",""From 15 to 74 years"",""1.9"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Spain"",""Males"",""From 15 to 74 years"",""3.1"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Spain"",""Females"",""From 15 to 74 years"",""3.3"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""France"",""Males"",""From 15 to 74 years"",""21.4"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""France"",""Females"",""From 15 to 74 years"",""18.8"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Croatia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Croatia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Italy"",""Males"",""From 15 to 74 years"",""3.7"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Italy"",""Females"",""From 15 to 74 years"",""3.6"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Cyprus"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Cyprus"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Latvia"",""Males"",""From 15 to 74 years"",""9.5"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Latvia"",""Females"",""From 15 to 74 years"",""13.2"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Lithuania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Lithuania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Luxembourg"",""Males"",""From 15 to 74 years"",""13.7"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Luxembourg"",""Females"",""From 15 to 74 years"",""14.3"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Hungary"",""Males"",""From 15 to 74 years"",""12.8"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Hungary"",""Females"",""From 15 to 74 years"",""16.0"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Malta"",""Males"",""From 15 to 74 years"",""13.6"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Malta"",""Females"",""From 15 to 74 years"",""17.8"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Netherlands"",""Males"",""From 15 to 74 years"",""12.1"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Netherlands"",""Females"",""From 15 to 74 years"",""10.5"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Austria"",""Males"",""From 15 to 74 years"",""28.4"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Austria"",""Females"",""From 15 to 74 years"",""35.4"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Poland"",""Males"",""From 15 to 74 years"",""16.1"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Poland"",""Females"",""From 15 to 74 years"",""15.8"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Portugal"",""Males"",""From 15 to 74 years"",""4.9"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Portugal"",""Females"",""From 15 to 74 years"",""4.6"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Romania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Romania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Slovenia"",""Males"",""From 15 to 74 years"",""39.4"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Slovenia"",""Females"",""From 15 to 74 years"",""41.4"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Slovakia"",""Males"",""From 15 to 74 years"",""13.0"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Slovakia"",""Females"",""From 15 to 74 years"",""18.3"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Finland"",""Males"",""From 15 to 74 years"",""28.3"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Finland"",""Females"",""From 15 to 74 years"",""22.9"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Sweden"",""Males"",""From 15 to 74 years"",""33.2"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""Sweden"",""Females"",""From 15 to 74 years"",""34.5"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""United Kingdom"",""Males"",""From 15 to 74 years"",""17.2"""
"Percentage of employees with a temporary job,""2012"",""Did not want a permanent job"",""United Kingdom"",""Females"",""From 15 to 74 years"",""24.2"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Belgium"",""Males"",""From 15 to 74 years"",""7.8"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Belgium"",""Females"",""From 15 to 74 years"",""3.7"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Bulgaria"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Bulgaria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Czechia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Czechia"",""Females"",""From 15 to 74 years"",""0.5"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Denmark"",""Males"",""From 15 to 74 years"",""40.4"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Denmark"",""Females"",""From 15 to 74 years"",""27.2"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""38.2"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""34.5"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Estonia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Estonia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Ireland"",""Males"",""From 15 to 74 years"",""10.0"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Ireland"",""Females"",""From 15 to 74 years"",""8.1"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Greece"",""Males"",""From 15 to 74 years"",""5.1"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Greece"",""Females"",""From 15 to 74 years"",""6.3"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Spain"",""Males"",""From 15 to 74 years"",""3.7"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Spain"",""Females"",""From 15 to 74 years"",""4.0"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""France"",""Males"",""From 15 to 74 years"",""18.6"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""France"",""Females"",""From 15 to 74 years"",""14.4"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Croatia"",""Males"",""From 15 to 74 years"",""49.7"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Croatia"",""Females"",""From 15 to 74 years"",""46.3"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Italy"",""Males"",""From 15 to 74 years"",""17.7"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Italy"",""Females"",""From 15 to 74 years"",""15.6"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Cyprus"",""Males"",""From 15 to 74 years"",""6.7"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Cyprus"",""Females"",""From 15 to 74 years"",""1.7"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Latvia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Latvia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Lithuania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Lithuania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Luxembourg"",""Males"",""From 15 to 74 years"",""19.8"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Luxembourg"",""Females"",""From 15 to 74 years"",""18.3"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Hungary"",""Males"",""From 15 to 74 years"",""2.2"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Hungary"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Malta"",""Males"",""From 15 to 74 years"",""14.9"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Malta"",""Females"",""From 15 to 74 years"",""8.5"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Netherlands"",""Males"",""From 15 to 74 years"",""1.9"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Netherlands"",""Females"",""From 15 to 74 years"",""2.1"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Austria"",""Males"",""From 15 to 74 years"",""54.5"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Austria"",""Females"",""From 15 to 74 years"",""40.3"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Poland"",""Males"",""From 15 to 74 years"",""9.6"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Poland"",""Females"",""From 15 to 74 years"",""11.1"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Portugal"",""Males"",""From 15 to 74 years"",""3.5"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Portugal"",""Females"",""From 15 to 74 years"",""4.0"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Romania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Romania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Slovenia"",""Males"",""From 15 to 74 years"",""2.9"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Slovenia"",""Females"",""From 15 to 74 years"",""2.9"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Slovakia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Slovakia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Finland"",""Males"",""From 15 to 74 years"",""6.0"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Finland"",""Females"",""From 15 to 74 years"",""5.6"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Sweden"",""Males"",""From 15 to 74 years"",""1.5"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""Sweden"",""Females"",""From 15 to 74 years"",""0.8"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""United Kingdom"",""Males"",""From 15 to 74 years"",""6.0"""
"Percentage of employees with a temporary job,""2012"",""In education or training"",""United Kingdom"",""Females"",""From 15 to 74 years"",""6.9"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Belgium"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Belgium"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Bulgaria"",""Males"",""From 15 to 74 years"",""18.5"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Bulgaria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Czechia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Czechia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Denmark"",""Males"",""From 15 to 74 years"",""3.4"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Denmark"",""Females"",""From 15 to 74 years"",""3.0"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""12.5"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""12.1"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Estonia"",""Males"",""From 15 to 74 years"",""32.6"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Estonia"",""Females"",""From 15 to 74 years"",""36.1"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Ireland"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Ireland"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Greece"",""Males"",""From 15 to 74 years"",""4.7"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Greece"",""Females"",""From 15 to 74 years"",""3.6"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Spain"",""Males"",""From 15 to 74 years"",""0.7"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Spain"",""Females"",""From 15 to 74 years"",""0.5"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""France"",""Males"",""From 15 to 74 years"",""3.1"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""France"",""Females"",""From 15 to 74 years"",""3.4"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Croatia"",""Males"",""From 15 to 74 years"",""1.5"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Croatia"",""Females"",""From 15 to 74 years"",""1.9"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Italy"",""Males"",""From 15 to 74 years"",""9.4"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Italy"",""Females"",""From 15 to 74 years"",""7.3"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Cyprus"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Cyprus"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Latvia"",""Males"",""From 15 to 74 years"",""12.7"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Latvia"",""Females"",""From 15 to 74 years"",""17.5"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Lithuania"",""Males"",""From 15 to 74 years"",""28.1"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Lithuania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Luxembourg"",""Males"",""From 15 to 74 years"",""8.3"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Luxembourg"",""Females"",""From 15 to 74 years"",""10.6"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Hungary"",""Males"",""From 15 to 74 years"",""12.9"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Hungary"",""Females"",""From 15 to 74 years"",""13.3"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Malta"",""Males"",""From 15 to 74 years"",""22.0"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Malta"",""Females"",""From 15 to 74 years"",""19.7"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Netherlands"",""Males"",""From 15 to 74 years"",""35.4"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Netherlands"",""Females"",""From 15 to 74 years"",""34.3"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Austria"",""Males"",""From 15 to 74 years"",""9.7"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Austria"",""Females"",""From 15 to 74 years"",""14.3"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Poland"",""Males"",""From 15 to 74 years"",""9.0"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Poland"",""Females"",""From 15 to 74 years"",""10.0"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Portugal"",""Males"",""From 15 to 74 years"",""5.2"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Portugal"",""Females"",""From 15 to 74 years"",""4.0"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Romania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Romania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Slovenia"",""Males"",""From 15 to 74 years"",""7.3"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Slovenia"",""Females"",""From 15 to 74 years"",""4.5"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Slovakia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Slovakia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Finland"",""Males"",""From 15 to 74 years"",""3.3"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Finland"",""Females"",""From 15 to 74 years"",""1.9"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Sweden"",""Males"",""From 15 to 74 years"",""13.1"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""Sweden"",""Females"",""From 15 to 74 years"",""6.6"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""United Kingdom"",""Males"",""From 15 to 74 years"",""3.6"""
"Percentage of employees with a temporary job,""2012"",""Probationary period"",""United Kingdom"",""Females"",""From 15 to 74 years"",""2.5"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Belgium"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Belgium"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Bulgaria"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Bulgaria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Czechia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Czechia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Denmark"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Denmark"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""33.3"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""34.7"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Estonia"",""Males"",""From 15 to 74 years"",""16.4"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Estonia"",""Females"",""From 15 to 74 years"",""14.4"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Ireland"",""Males"",""From 15 to 74 years"",""26.3"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Ireland"",""Females"",""From 15 to 74 years"",""30.1"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Greece"",""Males"",""From 15 to 74 years"",""13.5"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Greece"",""Females"",""From 15 to 74 years"",""12.0"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Spain"",""Males"",""From 15 to 74 years"",""6.0"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Spain"",""Females"",""From 15 to 74 years"",""8.0"""
"Percentage of employees with a temporary job,""2012"",""No response"",""France"",""Males"",""From 15 to 74 years"",""8.0"""
"Percentage of employees with a temporary job,""2012"",""No response"",""France"",""Females"",""From 15 to 74 years"",""6.3"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Croatia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Croatia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Italy"",""Males"",""From 15 to 74 years"",""0.4"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Italy"",""Females"",""From 15 to 74 years"",""0.3"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Cyprus"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Cyprus"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Latvia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Latvia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Lithuania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Lithuania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Luxembourg"",""Males"",""From 15 to 74 years"",""12.6"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Luxembourg"",""Females"",""From 15 to 74 years"",""7.7"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Hungary"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Hungary"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Malta"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Malta"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Netherlands"",""Males"",""From 15 to 74 years"",""25.2"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Netherlands"",""Females"",""From 15 to 74 years"",""29.1"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Austria"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Austria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Poland"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Poland"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Portugal"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Portugal"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Romania"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Romania"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Slovenia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Slovenia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Slovakia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Slovakia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Finland"",""Males"",""From 15 to 74 years"","":"""
